font,codepoint,name,confidence,n_wedges,doubtful_wedges,accept,notes,source
Esagil,0x1245c,,0.0032,5,1,,,model
Assurbanipal,0x122bd,SHE OVER SHE TAB OVER TAB GAR OVER GAR,0.006,20,9,,,model
Assurbanipal,0x12066,DAG KISIM5 TIMES LU PLUS MASH2,0.0059,24,8,,,model
Assurbanipal,0x120d4,GA2 TIMES HI PLUS LI,0.0057,19,8,,,model
Assurbanipal,0x1208e,,0.014,18,7,,,model
Assurbanipal,0x120b8,GA2 TIMES A PLUS DA PLUS HA,0.014,18,7,,,model
Assurbanipal,0x120c8,GA2 TIMES EL PLUS LA,0.0082,18,7,,,model
Assurbanipal,0x121d3,LAGAB TIMES KUL PLUS HI PLUS A,0.0118,16,7,,,model
Assurbanipal,0x12303,TIR OVER TIR,0.0054,25,7,,,model
Assurbanipal,0x12067,DAG KISIM5 TIMES LUM,0.0063,17,6,,,model
Assurbanipal,0x12022,AL TIMES DIM2,0.008,13,5,,,model
Assurbanipal,0x1215a,KA TIMES AD PLUS KU3,0.0075,18,5,,,model
Assurbanipal,0x12276,NUNUZ AB2 TIMES SILA3,0.0054,15,5,,,model
Assurbanipal,0x12387,KA TIMES UR2,0.014,14,5,,,model
Assurbanipal,0x1238a,,0.0058,18,5,,,model
Assurbanipal,0x12068,DAG KISIM5 TIMES NE,0.0146,19,4,,,model
Assurbanipal,0x120e1,GA2 TIMES NUN OVER NUN,0.008,15,4,,,model
Assurbanipal,0x120e3,GA2 TIMES SAL,0.0125,9,4,,,model
Assurbanipal,0x120e6,GA2 TIMES SHE PLUS TUR,0.0062,15,4,,,model
Assurbanipal,0x121ca,LAGAB TIMES HI TIMES NUN,0.0067,13,4,,,model
Assurbanipal,0x12203,LU2 TIMES HI TIMES BAD,0.0061,16,4,,,model
Assurbanipal,0x12267,NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL,0.0058,25,4,,,model
Assurbanipal,0x12268,,0.0121,14,4,,,model
Assurbanipal,0x12355,USH TIMES TAK4,0.0053,16,4,,,model
Assurbanipal,0x1237c,,0.0079,16,4,,,model
Esagil,0x1219c,KASKAL,0.0087,4,4,,,model
Assurbanipal,0x12014,AB TIMES U PLUS U PLUS U,0.0095,9,3,,,model
Assurbanipal,0x12026,AL TIMES KI,0.0071,13,3,,,model
Assurbanipal,0x12061,DAG KISIM5 TIMES IR,0.005,16,3,,,model
Assurbanipal,0x1206d,DAG KISIM5 TIMES USH,0.0059,16,3,,,model
Assurbanipal,0x12080,DUB2,0.007,13,3,,,model
Assurbanipal,0x1214f,IM TIMES TAK4,0.0061,17,3,,,model
Assurbanipal,0x1218b,KA TIMES USH,0.015,12,3,,,model
Assurbanipal,0x121d0,LAGAB TIMES KIN,0.007,13,3,,,model
Assurbanipal,0x121d2,LAGAB TIMES KUL,0.0091,8,3,,,model
Assurbanipal,0x121ee,LAGAR TIMES SHE PLUS SUM,0.0097,15,3,,,model
Assurbanipal,0x12202,LU2 TIMES GAN2 TENU,0.0056,16,3,,,model
Assurbanipal,0x12232,MUSH,0.0108,9,3,,,model
Assurbanipal,0x1223d,MUSH3 GUNU,0.0076,10,3,,,model
Assurbanipal,0x12250,NIM TIMES GAN2 TENU,0.0113,11,3,,,model
Assurbanipal,0x122e4,SUD,0.0088,8,3,,,model
Assurbanipal,0x122e6,SUHUR,0.0106,13,3,,,model
Assurbanipal,0x1235e,ZA TENU,0.0118,4,3,,,model
Assurbanipal,0x12372,,0.0083,9,3,,,model
Assurbanipal,0x12389,,0.0081,14,3,,,model
Assurbanipal,0x12391,NINDA2 TIMES BAL,0.0098,11,3,,,model
Esagil,0x12075,DIM TIMES SHE,0.007,8,3,,,model
Esagil,0x12094,EDIN,0.0067,11,3,,,model
Esagil,0x120e3,GA2 TIMES SAL,0.0083,9,3,,,model
Esagil,0x12248,NE,0.0112,9,3,,,model
Esagil,0x1230c,U GUD,0.0121,5,3,,,model
Assurbanipal,0x120ad,EZEN TIMES KASKAL SQUARED,0.0073,5,2,,,model
Assurbanipal,0x120b2,EZEN TIMES LU,0.0054,15,2,,,model
Assurbanipal,0x120bf,GA2 TIMES BAD,0.0065,7,2,,,model
Assurbanipal,0x1217f,KA TIMES SAR,0.0117,16,2,,,model
Assurbanipal,0x12188,KA TIMES U2,0.0094,14,2,,,model
Assurbanipal,0x12189,KA TIMES UD,0.0092,10,2,,,model
Assurbanipal,0x121c0,LAGAB TIMES BAD,0.0083,6,2,,,model
Assurbanipal,0x121c7,LAGAB TIMES GUD PLUS GUD,0.0086,15,2,,,model
Assurbanipal,0x121d8,LAGAB TIMES ME,0.0137,6,2,,,model
Assurbanipal,0x121e3,LAGAB TIMES TAK4,0.0069,14,2,,,model
Assurbanipal,0x12224,MAH,0.0093,9,2,,,model
Assurbanipal,0x1223b,MUSH3 TIMES A PLUS DI,0.0065,14,2,,,model
Assurbanipal,0x12264,NUN LAGAR TIMES GAR,0.008,13,2,,,model
Assurbanipal,0x12299,SAG TIMES HA,0.0081,12,2,,,model
Assurbanipal,0x12314,UD KUSHU2,0.0066,8,2,,,model
Assurbanipal,0x12331,UR2 TIMES U2,0.0067,14,2,,,model
Assurbanipal,0x12378,,0.0094,12,2,,,model
Assurbanipal,0x1237d,SIGN HUSH,0.0071,9,2,,,model
Esagil,0x1201a,AB2 TIMES SHA3,0.0098,9,2,,,model
Esagil,0x12044,BAL,0.0103,6,2,,,model
Esagil,0x12048,BARA2,0.0106,10,2,,,model
Esagil,0x12077,DIN,0.0077,3,2,,,model
Esagil,0x12081,DUG,0.005,8,2,,,model
Esagil,0x12083,DUH,0.007,4,2,,,model
Esagil,0x120e1,GA2 TIMES NUN OVER NUN,0.0087,15,2,,,model
Esagil,0x120f4,GALAM,0.0124,6,2,,,model
Esagil,0x12100,GI,0.0052,8,2,,,model
Esagil,0x1210b,GIR3 TIMES A PLUS IGI,0.0054,12,2,,,model
Esagil,0x1211b,GU2 TIMES NUN,0.0119,13,2,,,model
Esagil,0x12158,KA TIMES A,0.0115,10,2,,,model
Esagil,0x1215c,KA TIMES BAD,0.0111,9,2,,,model
Esagil,0x12164,KA TIMES GAN2 TENU,0.0083,13,2,,,model
Esagil,0x121c7,LAGAB TIMES GUD PLUS GUD,0.0119,14,2,,,model
Esagil,0x121d2,LAGAB TIMES KUL,0.0093,7,2,,,model
Esagil,0x1226d,NUNUZ,0.0068,8,2,,,model
Esagil,0x1228c,PIRIG TIMES UD,0.0084,8,2,,,model
Esagil,0x12317,UD TIMES U PLUS U PLUS U,0.0088,6,2,,,model
Esagil,0x1231a,UD SHESHIG,0.0088,6,2,,,model
Esagil,0x12322,UMBIN,0.0137,17,2,,,model
Assurbanipal,0x12004,A TIMES HA,0.014,8,1,,,model
Assurbanipal,0x12064,DAG KISIM5 TIMES LA,0.0053,15,1,,,model
Assurbanipal,0x1207e,DUB,0.0059,8,1,,,model
Assurbanipal,0x12097,EN,0.0085,5,1,,,model
Assurbanipal,0x12099,EN TIMES GAN2 TENU,0.0148,12,1,,,model
Assurbanipal,0x120ac,EZEN TIMES KASKAL,0.0076,13,1,,,model
Assurbanipal,0x120bd,GÁ×A,0.0062,6,1,,,model
Assurbanipal,0x120c9,GA2 TIMES EN,0.0065,10,1,,,model
Assurbanipal,0x120d5,GA2 TIMES HUB2,0.0062,11,1,,,model
Assurbanipal,0x120df,GA2 TIMES MI(standard),0.0072,10,1,,,model
Assurbanipal,0x12100,GI,0.0072,7,1,,,model
Assurbanipal,0x12103,GI CROSSING GI,0.0106,14,1,,,model
Assurbanipal,0x1210e,GIR3 TIMES LU PLUS IGI,0.0109,15,1,,,model
Assurbanipal,0x12113,GISH TIMES BAD,0.0091,5,1,,,model
Assurbanipal,0x12119,GU2 TIMES KAK,0.0061,11,1,,,model
Assurbanipal,0x1211d,GU2 GUNU & KAK,0.0126,11,1,,,model
Assurbanipal,0x1211f,GUD TIMES A PLUS KUR,0.0102,8,1,,,model
Assurbanipal,0x12132,HI TIMES GAD,0.0107,7,1,,,model
Assurbanipal,0x1213d,HUB2 TIMES UD,0.0069,9,1,,,model
Assurbanipal,0x1214a,IGI GUNU,0.0106,7,1,,,model
Assurbanipal,0x121ff,LU2 TIMES BAD,0.0059,12,1,,,model
Assurbanipal,0x12239,MUSH3,0.0054,6,1,,,model
Assurbanipal,0x1226b,NUN CROSSING NUN,0.0076,10,1,,,model
Assurbanipal,0x1227d,PAP & E,0.0057,2,1,,,model
Assurbanipal,0x122a2,SAG TIMES U2,0.0148,14,1,,,model
Assurbanipal,0x122a5,SAG TIMES UR,0.014,12,1,,,model
Assurbanipal,0x122b6,SHA3 TIMES U PLUS A,0.0093,9,1,,,model
Assurbanipal,0x122dd,SIG,0.0099,4,1,,,model
Assurbanipal,0x122fa,TAK4,0.0076,10,1,,,model
Assurbanipal,0x12321,UM TIMES U,0.0073,8,1,,,model
Assurbanipal,0x1232b,UR2,0.0092,7,1,,,model
Assurbanipal,0x1232c,UR2 TIMES A PLUS HA,0.0053,15,1,,,model
Assurbanipal,0x1235c,UZU,0.0063,7,1,,,model
Assurbanipal,0x12366,ZIB,0.0127,3,1,,,model
Assurbanipal,0x12379,,0.0061,14,1,,,model
Assurbanipal,0x12397,SIGN TI2,0.0083,4,1,,,model
Esagil,0x12001,A TIMES A,0.0097,6,1,,,model
Esagil,0x12020,AL,0.0086,7,1,,,model
Esagil,0x1202b,AMAR,0.005,4,1,,,model
Esagil,0x12032,ANSHE,0.009,9,1,,,model
Esagil,0x1207a,DU,0.0073,5,1,,,model
Esagil,0x1222a,MI,0.0122,5,1,,,model
Esagil,0x1222c,MU,0.0109,5,1,,,model
Esagil,0x12260,NISAG (read NISAG2),0.0054,11,1,,,model
Esagil,0x1227d,PAP & E,0.0118,2,1,,,model
Esagil,0x122ad,SHA,0.0051,8,1,,,model
Esagil,0x122de,SIG4,0.0094,10,1,,,model
Esagil,0x12307,TUK,0.0099,4,1,,,model
Esagil,0x12311,U2,0.009,5,1,,,model
Esagil,0x12318,UD TIMES U PLUS U PLUS U GUNU,0.0054,11,1,,,model
Esagil,0x1236a,ZU,0.0126,5,1,,,model
Esagil,0x1238f,,0.0097,10,1,,,model
Assurbanipal,0x12260,NISAG (read NISAG2),0.0164,11,5,,,model
Esagil,0x12088,DUN4,0.0201,15,5,,,model
Assurbanipal,0x1200e,AB TIMES GAN2 TENU,0.0222,12,3,,,model
Assurbanipal,0x12060,DAG KISIM5 TIMES HA,0.0193,16,3,,,model
Assurbanipal,0x12110,GISAL,0.0152,7,3,,,model
Assurbanipal,0x1216b,KA TIMES GU,0.0188,13,3,,,model
Assurbanipal,0x1226d,NUNUZ,0.0189,8,3,,,model
Assurbanipal,0x122cb,SHIM TIMES GAR,0.0177,13,3,,,model
Esagil,0x1202c,AMAR TIMES SHE,0.0174,8,3,,,model
Esagil,0x1223d,MUSH3 GUNU,0.016,9,3,,,model
Esagil,0x12292,RU,0.0176,5,3,,,model
Esagil,0x122c0,SHESH,0.0234,7,3,,,model
Assurbanipal,0x12012,AB TIMES LAGAB,0.0202,9,2,,,model
Assurbanipal,0x1201e,AK TIMES ERIN2,0.0249,11,2,,,model
Assurbanipal,0x12027,AL TIMES SHE,0.0161,10,2,,,model
Assurbanipal,0x12076,DIM2,0.0163,7,2,,,model
Assurbanipal,0x12121,GUD OVER GUD LUGAL,0.0186,22,2,,,model
Assurbanipal,0x12136,HI TIMES U,0.0178,5,2,,,model
Esagil,0x121a5,KIN,0.0233,8,2,,,model
Esagil,0x1235a,UZ3,0.0211,9,2,,,model
Esagil,0x1235c,UZU,0.0162,8,2,,,model
Assurbanipal,0x1205b,DAG KISIM5 TIMES GA,0.0158,18,1,,,model
Assurbanipal,0x120fd,GASHAN,0.0245,5,1,,,model
Assurbanipal,0x1211b,GU2 TIMES NUN,0.0203,12,1,,,model
Assurbanipal,0x121b0,KUL,0.0203,4,1,,,model
Assurbanipal,0x1229d,SAG TIMES MI,0.0176,12,1,,,model
Assurbanipal,0x122ed,TA TIMES HI,0.0247,7,1,,,model
Assurbanipal,0x1231c,UDUG,0.0219,11,1,,,model
Assurbanipal,0x12332,UR2 TIMES U2 PLUS ASH,0.0166,15,1,,,model
Assurbanipal,0x12352,USH TIMES A,0.0178,8,1,,,model
Assurbanipal,0x12396,,0.0159,14,1,,,model
Esagil,0x12084,DUN,0.019,9,1,,,model
Esagil,0x12135,HI TIMES SHE,0.0205,8,1,,,model
Esagil,0x1245b,,0.016,4,1,,,model
Assurbanipal,0x120c5,GA2 TIMES DIM TIMES SHE,0.0267,12,5,,,model
Assurbanipal,0x12364,ZI OVER ZI & A,0.0308,14,4,,,model
Assurbanipal,0x12029,ALAN,0.0316,21,3,,,model
Assurbanipal,0x120b6,GA GUNU,0.0259,10,3,,,model
Esagil,0x12183,KA TIMES SHU,0.0298,12,3,,,model
Assurbanipal,0x1201f,AK TIMES SHITA PLUS GISH,0.0344,14,2,,,model
Assurbanipal,0x12035,ARAD TIMES KUR,0.0317,8,2,,,model
Assurbanipal,0x1203f,ASHGAB,0.0256,6,2,,,model
Assurbanipal,0x120d9,GA2 TIMES KASKAL,0.0335,8,2,,,model
Assurbanipal,0x120e9,GA2 TIMES TAK4,0.0278,15,2,,,model
Assurbanipal,0x12184,KA TIMES SIG,0.0287,11,2,,,model
Assurbanipal,0x121d7,LAGAB TIMES LUL,0.0287,11,2,,,model
Assurbanipal,0x12269,NUN TENU,0.0316,5,2,,,model
Assurbanipal,0x122af,SHA3 TIMES A,0.0336,8,2,,,model
Esagil,0x12217,LUGAL & GAN,0.0335,6,2,,,model
Esagil,0x12224,MAH,0.0276,8,2,,,model
Esagil,0x12258,NINDA2 TIMES NE,0.0335,14,2,,,model
Esagil,0x1227b,PAD,0.0307,4,2,,,model
Esagil,0x12394,,0.0289,14,2,,,model
Assurbanipal,0x12135,HI TIMES SHE,0.0282,10,1,,,model
Assurbanipal,0x12191,KAD3,0.0275,8,1,,,model
Assurbanipal,0x12246,NAM & ERIN2,0.0278,8,1,,,model
Assurbanipal,0x12252,NINDA2,0.0268,5,1,,,model
Assurbanipal,0x1227e,PESH2,0.0264,10,1,,,model
Assurbanipal,0x12295,SAG,0.0275,7,1,,,model
Assurbanipal,0x122c4,SHID TIMES A,0.0268,9,1,,,model
Assurbanipal,0x12301,TIR,0.0259,14,1,,,model
Esagil,0x12129,HA,0.0282,6,1,,,model
Esagil,0x122fa,TAK4,0.0294,7,1,,,model
Esagil,0x12368,ZIG,0.0293,8,1,,,model
Assurbanipal,0x12065,DAG KISIM5 TIMES LU,0.0381,16,3,,,model
Assurbanipal,0x121f8,LIL,0.0413,11,3,,,model
Assurbanipal,0x12324,UMUM TIMES KASKAL,0.0404,14,3,,,model
Assurbanipal,0x12150,IM CROSSING IM,0.0386,14,2,,,model
Esagil,0x120fb,GAR,0.0426,3,2,,,model
Esagil,0x12240,NAGA,0.0372,9,2,,,model
Assurbanipal,0x12118,GU2 & UN,0.0399,8,1,,,model
Assurbanipal,0x1212a,HA TENU,0.0383,5,1,,,model
Assurbanipal,0x12160,KA TIMES ERIN2,0.0424,11,1,,,model
Assurbanipal,0x121de,LAGAB TIMES SHITA PLUS GISH TENU,0.0432,12,1,,,model
Assurbanipal,0x12223,MA2 & MUG,0.0359,5,1,,,model
Esagil,0x12040,BA,0.0362,4,1,,,model
Esagil,0x12108,GIR2,0.0389,4,1,,,model
Esagil,0x121ef,LAGAR GUNU,0.0415,6,1,,,model
Esagil,0x12301,TIR,0.0375,9,1,,,model
Assurbanipal,0x1217d,KA TIMES RU,0.05,13,4,,,model
Assurbanipal,0x12386,KA TIMES TU,0.05,15,4,,,model
Assurbanipal,0x12007,A TIMES MUSH,0.0457,12,3,,,model
Assurbanipal,0x1200c,AB TIMES DUN3 GUNU,0.0475,14,3,,,model
Assurbanipal,0x12166,KA TIMES GAR PLUS SHA3 PLUS A,0.05,19,3,,,model
Assurbanipal,0x12174,KA TIMES ME,0.05,9,3,,,model
Assurbanipal,0x121c3,LAGAB TIMES EN,0.047,9,3,,,model
Assurbanipal,0x121db,LAGAB TIMES NE,0.05,13,3,,,model
Assurbanipal,0x121ea,LAGAB TIMES USH,0.05,9,3,,,model
Esagil,0x12172,KA TIMES LI,0.05,16,3,,,model
Esagil,0x121e1,LAGAB TIMES SUM,0.05,11,3,,,model
Assurbanipal,0x12088,DUN4,0.05,13,2,,,model
Assurbanipal,0x120a0,ESH2,0.05,6,2,,,model
Assurbanipal,0x12164,KA TIMES GAN2 TENU,0.05,13,2,,,model
Assurbanipal,0x1217a,KA TIMES NE,0.05,16,2,,,model
Assurbanipal,0x1217e,KA TIMES SA,0.05,12,2,,,model
Assurbanipal,0x12180,KA TIMES SHA,0.05,13,2,,,model
Assurbanipal,0x12181,KA TIMES SHE,0.05,11,2,,,model
Assurbanipal,0x12182,KA TIMES SHID,0.05,13,2,,,model
Assurbanipal,0x12187,KA TIMES U,0.05,8,2,,,model
Assurbanipal,0x121c2,LAGAB TIMES DAR,0.05,12,2,,,model
Assurbanipal,0x121cf,LAGAB TIMES KI,0.05,10,2,,,model
Assurbanipal,0x121d6,LAGAB TIMES LU,0.05,11,2,,,model
Assurbanipal,0x121da,LAGAB TIMES MUSH,0.05,13,2,,,model
Assurbanipal,0x121e8,LAGAB TIMES U2 PLUS ASH,0.05,12,2,,,model
Assurbanipal,0x12215,LU2 SHESHIG,0.05,12,2,,,model
Assurbanipal,0x122e0,SIK2,0.0489,12,2,,,model
Esagil,0x121b8,LAGAB,0.05,4,2,,,model
Esagil,0x12410,,0.0457,5,2,,,model
Assurbanipal,0x1200d,AB TIMES GAL,0.0505,11,1,,,model
Assurbanipal,0x1206e,DAM,0.0528,8,1,,,model
Assurbanipal,0x1207c,DU GUNU,0.0455,8,1,,,model
Assurbanipal,0x120a2,EZEN TIMES A,0.05,12,1,,,model
Assurbanipal,0x120cb,GA2 TIMES GAN2 TENU,0.05,11,1,,,model
Assurbanipal,0x120dc,GA2 TIMES KU3 PLUS AN,0.05,13,1,,,model
Assurbanipal,0x120e0,GA2 TIMES NUN,0.05,10,1,,,model
Assurbanipal,0x1215e,KA TIMES BAR,0.05,9,1,,,model
Assurbanipal,0x12162,KA TIMES GA,0.05,14,1,,,model
Assurbanipal,0x12168,KA TIMES GIR2,0.05,13,1,,,model
Assurbanipal,0x12170,KA TIMES KI,0.05,13,1,,,model
Assurbanipal,0x12178,KA TIMES MI,0.05,12,1,,,model
Assurbanipal,0x1217b,KA TIMES NUN,0.05,12,1,,,model
Assurbanipal,0x1217c,KA TIMES PI,0.05,11,1,,,model
Assurbanipal,0x12183,KA TIMES SHU,0.05,12,1,,,model
Assurbanipal,0x121bb,LAGAB TIMES A PLUS GAR,0.05,11,1,,,model
Assurbanipal,0x121bd,LAGAB TIMES AL,0.05,10,1,,,model
Assurbanipal,0x121c4,LAGAB TIMES GA,0.05,11,1,,,model
Assurbanipal,0x121d5,LAGAB TIMES LISH,0.05,6,1,,,model
Assurbanipal,0x12247,NAM2,0.05,6,1,,,model
Assurbanipal,0x1227b,PAD,0.05,5,1,,,model
Assurbanipal,0x122f2,TAB SQUARED,0.05,4,1,,,model
Assurbanipal,0x12306,TUG2,0.05,6,1,,,model
Assurbanipal,0x12338,URU TIMES A,0.05,8,1,,,model
Assurbanipal,0x1233e,URU TIMES GAN2 TENU,0.05,11,1,,,model
Assurbanipal,0x1233f,URU TIMES GAR,0.05,9,1,,,model
Assurbanipal,0x12365,ZI3,0.05,6,1,,,model
Assurbanipal,0x12375,DISH PLUS SHU,0.05,6,1,,,model
Esagil,0x12087,DUN3 GUNU GUNU,0.05,11,1,,,model
Esagil,0x120b7,GA2,0.05,5,1,,,model
Esagil,0x120fd,GASHAN,0.05,5,1,,,model
Esagil,0x12124,GUM TIMES SHE,0.0517,9,1,,,model
Esagil,0x1214b,IL,0.05,8,1,,,model
Esagil,0x1217e,KA TIMES SA,0.05,13,1,,,model
Esagil,0x121e5,LAGAB TIMES U,0.05,5,1,,,model
Esagil,0x121ec,LAGAR,0.05,4,1,,,model
Esagil,0x121fb,LU,0.05,6,1,,,model
Esagil,0x1224b,NE SHESHIG,0.0461,11,1,,,model
Assurbanipal,0x1205f,DAG KISIM5 TIMES GUD,0.0624,16,4,,,model
Assurbanipal,0x1215c,KA TIMES BAD,0.0637,9,4,,,model
Esagil,0x122e9,SUR,0.0567,4,2,,,model
Assurbanipal,0x120b4,EZEN TIMES UD,0.0623,11,1,,,model
Assurbanipal,0x12122,GUL,0.0626,7,1,,,model
Assurbanipal,0x12138,HUB2,0.0585,6,1,,,model
Assurbanipal,0x12227,MASH2,0.0567,6,1,,,model
Assurbanipal,0x12256,NINDA2 TIMES GUD,0.0562,10,1,,,model
Esagil,0x1202a,ALEPH,0.0579,6,1,,,model
Esagil,0x12053,BUR,0.0586,7,1,,,model
Esagil,0x1209e,EREN,0.0635,9,1,,,model
Esagil,0x121b3,KUR,0.0562,3,1,,,model
Esagil,0x1236e,ZUM,0.0622,8,1,,,model
Assurbanipal,0x12374,,0.0748,8,3,,,model
Assurbanipal,0x121eb,LAGAB SQUARED,0.0663,6,2,,,model
Esagil,0x12019,AB2 TIMES ME PLUS EN,0.0728,10,2,,,model
Esagil,0x12095,EGIR,0.0657,12,2,,,model
Esagil,0x1219b,KAM4,0.0749,12,2,,,model
Assurbanipal,0x121a8,KISIM5,0.0666,4,1,,,model
Assurbanipal,0x122bb,SHE HU,0.0713,7,1,,,model
Esagil,0x12326,UN,0.0671,6,1,,,model
Assurbanipal,0x120e7,GA2 TIMES SHID,0.0805,11,1,,,model
Assurbanipal,0x12296,SAG TIMES A,0.0824,10,1,,,model
Assurbanipal,0x1238d,,0.0831,10,1,,,model
Assurbanipal,0x12395,,0.0804,4,1,,,model
Assurbanipal,0x1225b,NINDA2 TIMES SHE PLUS A AN,0.0868,15,2,,,model
Assurbanipal,0x1206f,DAR,0.0862,8,1,,,model
Esagil,0x1240f,,0.0871,4,1,,,model
Assurbanipal,0x1201a,AB2 TIMES SHA3,0.1014,8,1,,,model
Assurbanipal,0x12193,KAD5,0.1,13,1,,,model
Esagil,0x121f7,LI,0.0965,10,1,,,model
Esagil,0x1240a,,0.1007,5,1,,,model
Esagil,0x12419,,0.1007,5,1,,,model
Assurbanipal,0x120f1,GAD OVER GAD GAR OVER GAR,0.1124,14,3,,,model
Assurbanipal,0x120a7,,0.1099,16,1,,,model
Esagil,0x1217b,KA TIMES NUN,0.1082,12,1,,,model
Esagil,0x122f3,TAG,0.1146,5,1,,,model
Assurbanipal,0x12388,LAGAB TIMES GI,0.1209,11,2,,,model
Esagil,0x122da,SHUBUR,0.1176,11,2,,,model
Assurbanipal,0x1228b,PIRIG TIMES KAL,0.1214,11,1,,,model
Assurbanipal,0x1234c,URU TIMES U PLUS GUD,0.1235,11,1,,,model
Assurbanipal,0x1234d,URU TIMES UD,0.1172,8,1,,,model
Assurbanipal,0x12342,URU TIMES IGI,0.1349,8,1,,,model
Assurbanipal,0x120e8,GA2 TIMES SUM,0.1427,11,1,,,model
Assurbanipal,0x1218f,KAB,0.1376,6,1,,,model
Assurbanipal,0x12244,NAGAR & ZA TENU,0.1378,3,1,,,model
Esagil,0x12103,GI CROSSING GI,0.1432,8,1,,,model
Esagil,0x122c6,SHIM,0.1466,10,2,,,model
Assurbanipal,0x12001,A TIMES A,0.1529,6,1,,,model
Assurbanipal,0x12008,A TIMES SAG,0.1547,10,1,,,model
Assurbanipal,0x12087,DUN3 GUNU GUNU,0.1476,11,1,,,model
Esagil,0x12165,KA TIMES GAR,0.1543,10,1,,,model
Esagil,0x1222d,MU OVER MU,0.1485,10,1,,,model
Esagil,0x12360,ZAG,0.148,8,1,,,model
Assurbanipal,0x12265,NUN LAGAR TIMES USH,0.164,11,1,,,model
Esagil,0x1213e,HUL2,0.1567,8,1,,,model
Esagil,0x1223e,NAA,0.1634,4,1,,,model
Esagil,0x1238e,,0.1583,5,1,,,model
Assurbanipal,0x1225d,NINDA2 TIMES SHE PLUS ASH PLUS ASH,0.17,11,3,,,model
Assurbanipal,0x12050,BU CROSSING BU,0.1713,8,2,,,model
Esagil,0x12408,,0.1712,3,1,,,model
Esagil,0x1240c,,0.1672,7,1,,,model
Esagil,0x1241b,,0.1672,7,1,,,model
Assurbanipal,0x1238e,,0.1757,8,2,,,model
Assurbanipal,0x1202c,AMAR TIMES SHE,0.1797,8,1,,,model
Assurbanipal,0x121ed,LAGAR TIMES SHE,0.181,8,1,,,model
Assurbanipal,0x12217,LUGAL & GAN,0.1826,12,1,,,model
Esagil,0x12123,GUM,0.1816,6,1,,,model
Assurbanipal,0x120ae,EZEN TIMES KU3,0.201,14,1,,,model
Assurbanipal,0x1219b,KAM4,0.2047,13,1,,,model
Esagil,0x12134,HI TIMES NUN,0.1988,9,1,,,model
Assurbanipal,0x1216e,KA TIMES IM,0.217,14,2,,,model
Esagil,0x1221d,LUM,0.216,6,1,,,model
Assurbanipal,0x12056,DAG,0.2362,7,1,,,model
Assurbanipal,0x120eb,GA2 TIMES UD,0.2365,8,1,,,model
Assurbanipal,0x121c6,LAGAB TIMES GUD,0.2429,9,1,,,model
Assurbanipal,0x1231b,UD SHESHIG TIMES BAD,0.2358,9,1,,,model
Assurbanipal,0x1233c,URU TIMES GA,0.244,12,1,,,model
Assurbanipal,0x120a3,EZEN TIMES A PLUS LAL,0.2553,13,2,,,model
Assurbanipal,0x122ff,,0.263,4,1,,,model
Esagil,0x12195,KAK,0.2557,3,1,,,model
Assurbanipal,0x12127,GURUN,0.2732,8,1,,,model
Assurbanipal,0x12005,A TIMES IGI,0.2798,6,1,,,model
Assurbanipal,0x1207d,DU SHESHIG,0.2828,9,1,,,model
Assurbanipal,0x1220c,LU2 TIMES NE,0.2792,19,1,,,model
Esagil,0x120a6,EZEN TIMES BAD,0.2838,10,1,,,model
Esagil,0x12312,UB,0.284,4,1,,,model
Assurbanipal,0x12380,KA TIMES GISH,0.2886,10,1,,,model
Assurbanipal,0x12392,NINDA2 TIMES GI,0.3045,12,0,,,model
Esagil,0x12119,GU2 TIMES KAK,0.3022,10,0,,,model
Esagil,0x121a1,KI TIMES BAD,0.3042,9,0,,,model
Esagil,0x122c3,SHID,0.3042,6,0,,,model
Esagil,0x1231c,UDUG,0.3016,12,0,,,model
Assurbanipal,0x120d8,GA2 TIMES KAK,0.3143,8,0,,,model
Esagil,0x12049,BI,0.308,2,0,,,model
Esagil,0x12051,BULUG OVER BULUG,0.3122,6,0,,,model
Assurbanipal,0x1200b,AB TIMES ASH2,0.3225,6,0,,,model
Assurbanipal,0x12153,IMIN,0.3174,7,0,,,model
Assurbanipal,0x12208,LU2 TIMES KI,0.321,16,0,,,model
Assurbanipal,0x12370,,0.3187,11,0,,,model
Esagil,0x12215,LU2 SHESHIG,0.3219,6,0,,,model
Esagil,0x122ac,SAR,0.3221,10,0,,,model
Esagil,0x12309,TUR,0.3168,7,0,,,model
Assurbanipal,0x12094,EDIN,0.329,10,0,,,model
Assurbanipal,0x120e5,GA2 TIMES SHE,0.332,9,0,,,model
Esagil,0x12041,BAD,0.329,1,0,,,model
Esagil,0x12142,IDIM,0.329,1,0,,,model
Esagil,0x12300,TIL,0.329,1,0,,,model
Assurbanipal,0x12262,NU11,0.3429,6,0,,,model
Assurbanipal,0x122d3,SHIR,0.3429,6,0,,,model
Esagil,0x12056,DAG,0.3449,7,0,,,model
Assurbanipal,0x122c2,SHESHLAM,0.3531,6,0,,,model
Esagil,0x1212e,HI TIMES ASH,0.3489,5,0,,,model
Esagil,0x12174,KA TIMES ME,0.3482,9,0,,,model
Esagil,0x122fb,TAR,0.3502,2,0,,,model
Assurbanipal,0x12084,DUN,0.3591,13,0,,,model
