font,codepoint,name,confidence,n_wedges,doubtful_wedges,accept,notes,source
Assurbanipal,0x120a7,,0.502,17,0,,,model
Assurbanipal,0x122a2,SAG TIMES U2,0.4985,14,0,,,model
Assurbanipal,0x122a4,SAG TIMES UM,0.4985,14,0,,,model
Assurbanipal,0x12310,U OVER U U REVERSED OVER U REVERSED,0.5049,2,0,,,model
Assurbanipal,0x12378,,0.498,13,0,,,model
Esagil,0x12076,DIM2,0.5034,6,0,,,model
Esagil,0x1219c,KASKAL,0.4956,4,0,,,model
Esagil,0x12252,NINDA2,0.5005,5,0,,,model
Esagil,0x122a9,SAL,0.5,4,0,,,model
Esagil,0x122d9,SHU2,0.4972,2,0,,,model
Esagil,0x12307,TUK,0.5015,3,0,,,model
Esagil,0x12137,HU,0.5098,4,0,,,model
Assurbanipal,0x1214a,IGI GUNU,0.5169,7,0,,,model
Assurbanipal,0x12217,LUGAL & GAN,0.5244,12,0,,,model
Assurbanipal,0x1223d,MUSH3 GUNU,0.5244,10,0,,,model
Assurbanipal,0x12260,NISAG (read NISAG2),0.519,11,0,,,model
Assurbanipal,0x122af,SHA3 TIMES A,0.519,8,0,,,model
Esagil,0x12009,A2,0.52,9,0,,,model
Esagil,0x1201e,AK TIMES ERIN2,0.5239,10,0,,,model
Esagil,0x122e4,SUD,0.5239,9,0,,,model
Esagil,0x12454,,0.522,6,0,,,model
Assurbanipal,0x1200e,AB TIMES GAN2 TENU,0.5332,12,0,,,model
Assurbanipal,0x1216d,KA TIMES IGI,0.5307,10,0,,,model
Assurbanipal,0x12334,UR4,0.5307,5,0,,,model
Esagil,0x1234e,URU TIMES URUDA,0.5317,12,0,,,model
Esagil,0x1243c,,0.5312,4,0,,,model
Assurbanipal,0x1215b,KA TIMES ASH2,0.5395,11,0,,,model
Assurbanipal,0x12178,KA TIMES MI,0.5375,12,0,,,model
Assurbanipal,0x12193,KAD5,0.537,13,0,,,model
Assurbanipal,0x12239,MUSH3,0.5395,6,0,,,model
Assurbanipal,0x12252,NINDA2,0.5443,5,0,,,model
Assurbanipal,0x1234e,URU TIMES URUDA,0.537,11,0,,,model
Esagil,0x121b3,KUR,0.5409,3,0,,,model
Assurbanipal,0x120e5,GA2 TIMES SHE,0.5492,9,0,,,model
Assurbanipal,0x1219f,KESH2,0.5496,9,0,,,model
Assurbanipal,0x12295,SAG,0.5472,7,0,,,model
Esagil,0x122d3,SHIR,0.5545,7,0,,,model
Assurbanipal,0x12135,HI TIMES SHE,0.5603,10,0,,,model
Assurbanipal,0x1231e,,0.5569,11,0,,,model
Assurbanipal,0x12110,GISAL,0.5722,7,0,,,model
Esagil,0x12134,HI TIMES NUN,0.5718,9,0,,,model
Esagil,0x12309,TUR,0.5708,7,0,,,model
Assurbanipal,0x12021,AL TIMES AL,0.5789,12,0,,,model
Assurbanipal,0x121bd,LAGAB TIMES AL,0.5846,10,0,,,model
Assurbanipal,0x122b4,SHA3 TIMES TUR,0.5794,11,0,,,model
Esagil,0x12034,ARAD,0.5789,5,0,,,model
Esagil,0x1211b,GU2 TIMES NUN,0.5808,13,0,,,model
Esagil,0x12140,I A,0.5761,8,0,,,model
Esagil,0x12301,TIR,0.5765,9,0,,,model
Assurbanipal,0x120a3,EZEN TIMES A PLUS LAL,0.5879,14,0,,,model
Assurbanipal,0x12127,GURUN,0.5927,8,0,,,model
Assurbanipal,0x1232a,UR SHESHIG,0.5922,8,0,,,model
Assurbanipal,0x12331,UR2 TIMES U2,0.5898,14,0,,,model
Esagil,0x1214a,IGI GUNU,0.5941,7,0,,,model
Esagil,0x12195,KAK,0.5936,3,0,,,model
Esagil,0x121ac,KU3,0.5884,5,0,,,model
Esagil,0x121c9,LAGAB TIMES HAL,0.5894,6,0,,,model
Esagil,0x122ae,SHA3,0.5856,6,0,,,model
Esagil,0x122c1,SHESH2 & SUHUR,0.5946,10,0,,,model
Esagil,0x12156,ISH,0.6049,5,0,,,model
Esagil,0x1219f,KESH2,0.6016,11,0,,,model
Esagil,0x12334,UR4,0.5993,5,0,,,model
Assurbanipal,0x120cc,GA2 TIMES GAR,0.6095,9,0,,,model
Assurbanipal,0x122e0,SIK2,0.6053,12,0,,,model
Esagil,0x1209f,ERIN2,0.61,4,0,,,model
Esagil,0x122e5,SUD2,0.6053,4,0,,,model
Esagil,0x12408,,0.6118,3,0,,,model
Esagil,0x12075,DIM TIMES SHE,0.6179,8,0,,,model
Esagil,0x1230d,U U U,0.6206,3,0,,,model
Assurbanipal,0x120d9,GA2 TIMES KASKAL,0.632,9,0,,,model
Assurbanipal,0x12222,MA GUNU,0.6266,6,0,,,model
Assurbanipal,0x122dc,SI GUNU,0.6316,8,0,,,model
Assurbanipal,0x12321,UM TIMES U,0.6289,8,0,,,model
Esagil,0x12215,LU2 SHESHIG,0.627,6,0,,,model
Esagil,0x12295,SAG,0.632,7,0,,,model
Esagil,0x122c3,SHID,0.6289,6,0,,,model
Esagil,0x12368,ZIG,0.6275,8,0,,,model
Esagil,0x1245b,,0.6343,4,0,,,model
Assurbanipal,0x121cf,LAGAB TIMES KI,0.6384,11,0,,,model
Assurbanipal,0x121d1,LAGAB TIMES KU3,0.6442,9,0,,,model
Assurbanipal,0x1227e,PESH2,0.6402,10,0,,,model
Esagil,0x12016,AB2,0.642,3,0,,,model
Esagil,0x12217,LUGAL & GAN,0.6388,6,0,,,model
Esagil,0x12326,UN,0.6424,6,0,,,model
Esagil,0x1235d,ZA,0.6438,4,0,,,model
Esagil,0x12409,,0.6438,4,0,,,model
Assurbanipal,0x12008,A TIMES SAG,0.6527,10,0,,,model
Assurbanipal,0x122a5,SAG TIMES UR,0.6505,12,0,,,model
Assurbanipal,0x12368,ZIG,0.65,8,0,,,model
Esagil,0x122b7,SHA6 (bad!),0.6456,9,0,,,model
Esagil,0x1241e,,0.654,2,0,,,model
Assurbanipal,0x1212e,HI TIMES ASH,0.6575,5,0,,,model
Assurbanipal,0x121be,LAGAB TIMES AN,0.661,7,0,,,model
Esagil,0x12038,ASH,0.6558,1,0,,,model
Esagil,0x12048,BARA2,0.6589,10,0,,,model
Esagil,0x1221b,LUH,0.6602,6,0,,,model
Esagil,0x122ac,SAR,0.6567,10,0,,,model
Assurbanipal,0x1217c,KA TIMES PI,0.6749,11,0,,,model
Esagil,0x12120,GUD TIMES KUR,0.6654,7,0,,,model
Esagil,0x1212c,HAL,0.6741,3,0,,,model
Esagil,0x1221d,LUM,0.6715,5,0,,,model
Esagil,0x12400,,0.6745,3,0,,,model
Assurbanipal,0x12001,A TIMES A,0.683,6,0,,,model
Assurbanipal,0x12255,NINDA2 TIMES ASH PLUS ASH,0.6813,7,0,,,model
Assurbanipal,0x122e8,SUMASH,0.6809,10,0,,,model
Assurbanipal,0x120ae,EZEN TIMES KU3,0.6885,14,0,,,model
Assurbanipal,0x120af,EZEN TIMES LA,0.6889,14,0,,,model
Assurbanipal,0x12118,GU2 & UN,0.6893,8,0,,,model
Assurbanipal,0x12349,,0.6876,9,0,,,model
Assurbanipal,0x1237f,,0.6901,13,0,,,model
Esagil,0x120ae,EZEN TIMES KU3,0.6918,14,0,,,model
Esagil,0x12342,URU TIMES IGI,0.6859,8,0,,,model
Esagil,0x1243b,,0.6893,3,0,,,model
Assurbanipal,0x1203c,CUNEIFORM SIGN ASH OVER ASH OVER ASH & TAB,0.6988,3,0,,,model
Assurbanipal,0x120a9,EZEN TIMES HA,0.698,14,0,,,model
Assurbanipal,0x12119,GU2 TIMES KAK,0.7009,11,0,,,model
Assurbanipal,0x1221a,,0.7017,12,0,,,model
Assurbanipal,0x122ef,TA GUNU,0.6951,8,0,,,model
Assurbanipal,0x12338,URU TIMES A,0.6968,8,0,,,model
Esagil,0x1204d,BU,0.7005,5,0,,,model
Esagil,0x12085,DUN3,0.7029,7,0,,,model
Esagil,0x12086,DUN3 GUNU,0.7029,7,0,,,model
Esagil,0x12094,EDIN,0.7005,11,0,,,model
Esagil,0x12146,IGI,0.7001,3,0,,,model
Esagil,0x121d2,LAGAB TIMES KUL,0.6972,8,0,,,model
Esagil,0x121f2,LAL,0.6976,2,0,,,model
Esagil,0x12228,ME,0.6993,2,0,,,model
Esagil,0x1222e,MUG,0.6951,6,0,,,model
Esagil,0x12440,,0.6951,6,0,,,model
Assurbanipal,0x121e3,LAGAB TIMES TAK4,0.7094,14,0,,,model
Assurbanipal,0x12386,KA TIMES TU,0.711,15,0,,,model
Esagil,0x12071,DARA4,0.7142,5,0,,,model
Esagil,0x12129,HA,0.7106,6,0,,,model
Esagil,0x12223,MA2 & MUG,0.709,5,0,,,model
Esagil,0x1227f,PI,0.7082,4,0,,,model
Esagil,0x122f0,TAB,0.7078,2,0,,,model
Esagil,0x1243a,,0.713,3,0,,,model
Assurbanipal,0x1206f,DAR,0.719,8,0,,,model
Assurbanipal,0x12077,DIN,0.7241,4,0,,,model
Assurbanipal,0x12089,DUR2,0.7229,6,0,,,model
Assurbanipal,0x120f8,GAN2 TENU,0.7194,6,0,,,model
Assurbanipal,0x1219a,KAM2 (wrong!),0.7186,6,0,,,model
Assurbanipal,0x121ec,LAGAR,0.7162,4,0,,,model
Assurbanipal,0x121f2,LAL,0.7214,2,0,,,model
Assurbanipal,0x12223,MA2 & MUG,0.7154,5,0,,,model
Assurbanipal,0x1231b,UD SHESHIG TIMES BAD,0.7249,9,0,,,model
Assurbanipal,0x12375,DISH PLUS SHU,0.7174,6,0,,,model
Esagil,0x1202a,ALEPH,0.719,6,0,,,model
Esagil,0x121e7,LAGAB TIMES U PLUS U PLUS U,0.7154,7,0,,,model
Esagil,0x121fd,LU2,0.717,4,0,,,model
Esagil,0x12263,NUN,0.719,5,0,,,model
Esagil,0x1227b,PAD,0.7241,4,0,,,model
Esagil,0x12366,ZIB,0.7186,4,0,,,model
Assurbanipal,0x12056,DAG,0.7318,7,0,,,model
Assurbanipal,0x12076,DIM2,0.7272,7,0,,,model
Assurbanipal,0x12097,EN,0.7349,5,0,,,model
Assurbanipal,0x122b6,SHA3 TIMES U PLUS A,0.7311,9,0,,,model
Esagil,0x12051,BULUG OVER BULUG,0.733,6,0,,,model
Esagil,0x12123,GUM,0.7276,7,0,,,model
Esagil,0x122f3,TAG,0.7318,5,0,,,model
Esagil,0x1243d,,0.7287,4,0,,,model
Assurbanipal,0x12050,BU CROSSING BU,0.7405,8,0,,,model
Assurbanipal,0x120a0,ESH2,0.7383,6,0,,,model
Assurbanipal,0x1211d,GU2 GUNU & KAK,0.7372,11,0,,,model
Assurbanipal,0x1237d,SIGN HUSH,0.7372,9,0,,,model
Esagil,0x12040,BA,0.7398,4,0,,,model
Esagil,0x12053,BUR,0.745,7,0,,,model
Esagil,0x12155,IR,0.7424,5,0,,,model
Esagil,0x1222b,MIN,0.7353,2,0,,,model
Esagil,0x1238e,,0.7417,5,0,,,model
Esagil,0x12416,,0.7353,2,0,,,model
Assurbanipal,0x121a1,KI TIMES BAD,0.7502,8,0,,,model
Assurbanipal,0x121b0,KUL,0.7535,4,0,,,model
Assurbanipal,0x12215,LU2 SHESHIG,0.7542,12,0,,,model
Esagil,0x1202d,AN,0.7531,3,0,,,model
Esagil,0x12055,DA,0.7542,6,0,,,model
Esagil,0x120e2,GA2 TIMES PA,0.7502,8,0,,,model
Esagil,0x120f7,GAN2,0.7487,6,0,,,model
Esagil,0x12117,GU CROSSING GU,0.7513,10,0,,,model
Esagil,0x12125,GUR,0.7487,4,0,,,model
Esagil,0x1224c,NI,0.7461,4,0,,,model
Esagil,0x12403,,0.7538,5,0,,,model
Assurbanipal,0x12247,NAM2,0.7635,6,0,,,model
Assurbanipal,0x12306,TUG2,0.7635,6,0,,,model
Assurbanipal,0x1233a,URU TIMES BAR,0.7553,7,0,,,model
Assurbanipal,0x12365,ZI3,0.7635,6,0,,,model
Esagil,0x120cc,GA2 TIMES GAR,0.7567,9,0,,,model
Esagil,0x1213f,I,0.7574,5,0,,,model
Esagil,0x12197,KAL,0.7631,6,0,,,model
Esagil,0x121b9,LAGAB TIMES A,0.7624,7,0,,,model
Esagil,0x121ec,LAGAR,0.7649,4,0,,,model
Esagil,0x12225,MAR,0.7589,5,0,,,model
Esagil,0x1245a,,0.7607,3,0,,,model
Assurbanipal,0x12005,A TIMES IGI,0.7701,6,0,,,model
Esagil,0x12115,GISH TENU,0.7691,2,0,,,model
Esagil,0x12259,NINDA2 TIMES NUN,0.7694,10,0,,,model
Esagil,0x122dd,SIG,0.7746,4,0,,,model
Esagil,0x122e0,SIK2,0.7687,4,0,,,model
Esagil,0x122e7,SUM,0.7663,7,0,,,model
Esagil,0x12312,UB,0.7663,4,0,,,model
Esagil,0x1240b,,0.7684,6,0,,,model
Esagil,0x1241a,,0.7684,6,0,,,model
Esagil,0x12441,,0.7749,7,0,,,model
Assurbanipal,0x12039,ASH ZIDA TENU,0.784,1,0,,,model
Assurbanipal,0x12084,DUN,0.7823,13,0,,,model
Assurbanipal,0x120a5,,0.7837,12,0,,,model
Assurbanipal,0x1211b,GU2 TIMES NUN,0.7797,12,0,,,model
Assurbanipal,0x121c8,LAGAB TIMES HA,0.7843,9,0,,,model
Assurbanipal,0x12205,LU2 TIMES KAD2,0.7843,14,0,,,model
Assurbanipal,0x12254,NINDA2 TIMES ASH,0.7786,6,0,,,model
Assurbanipal,0x122b1,SHA3 TIMES GISH,0.783,8,0,,,model
Assurbanipal,0x122b5,SHA3 TIMES U,0.7776,6,0,,,model
Esagil,0x1227d,PAP & E,0.7837,2,0,,,model
Esagil,0x122db,SI,0.78,4,0,,,model
Esagil,0x1236e,ZUM,0.78,8,0,,,model
Esagil,0x1238c,MESH,0.7846,5,0,,,model
Esagil,0x12411,,0.7763,6,0,,,model
Esagil,0x12448,,0.7813,3,0,,,model
Esagil,0x12473,,0.7813,3,0,,,model
Assurbanipal,0x1207e,DUB,0.7889,8,0,,,model
Assurbanipal,0x120f0,GAD & TAK4 & GISH,0.7918,3,0,,,model
Assurbanipal,0x1213d,HUB2 TIMES UD,0.7879,9,0,,,model
Assurbanipal,0x12259,NINDA2 TIMES NUN,0.7883,10,0,,,model
Assurbanipal,0x12316,UD TIMES MI,0.7947,7,0,,,model
Assurbanipal,0x1234d,URU TIMES UD,0.7902,8,0,,,model
Assurbanipal,0x12384,KA TIMES PA,0.7921,10,0,,,model
Assurbanipal,0x12397,SIGN TI2,0.7896,4,0,,,model
Esagil,0x1200a,AB,0.7925,5,0,,,model
Esagil,0x1209e,EREN,0.7912,9,0,,,model
Esagil,0x120f5,GAM,0.7934,2,0,,,model
Esagil,0x121b7,LA,0.7896,6,0,,,model
Esagil,0x121fa,LISH,0.7934,2,0,,,model
Esagil,0x12248,NE,0.7886,9,0,,,model
Esagil,0x122ad,SHA,0.7909,7,0,,,model
Esagil,0x12402,,0.7896,4,0,,,model
Esagil,0x1240a,,0.7915,5,0,,,model
Esagil,0x12419,,0.7915,5,0,,,model
Esagil,0x12472,,0.7934,2,0,,,model
Assurbanipal,0x12100,GI,0.7963,7,0,,,model
Assurbanipal,0x121e5,LAGAB TIMES U,0.8001,5,0,,,model
Assurbanipal,0x12246,NAM & ERIN2,0.8038,8,0,,,model
Assurbanipal,0x122dd,SIG,0.7969,4,0,,,model
Assurbanipal,0x12395,,0.8022,4,0,,,model
Esagil,0x12047,BAR,0.801,2,0,,,model
Esagil,0x12089,DUR2,0.7963,6,0,,,model
Esagil,0x120a0,ESH2,0.8001,6,0,,,model
Esagil,0x1226a,NUN OVER NUN,0.8038,10,0,,,model
Esagil,0x122fa,TAK4,0.8022,7,0,,,model
Esagil,0x1244f,,0.801,2,0,,,model
Assurbanipal,0x120de,GA2 TIMES ME PLUS EN,0.805,12,0,,,model
Assurbanipal,0x12115,GISH TENU,0.8053,2,0,,,model
Assurbanipal,0x121bc,LAGAB TIMES A PLUS LAL,0.8126,9,0,,,model
Assurbanipal,0x122a8,SAG GUNU,0.805,9,0,,,model
Esagil,0x12039,ASH ZIDA TENU,0.8093,1,0,,,model
Esagil,0x1207c,DU GUNU,0.809,8,0,,,model
Esagil,0x12111,GISH,0.8143,3,0,,,model
Esagil,0x1212d,HI,0.8111,4,0,,,model
Esagil,0x12135,HI TIMES SHE,0.8105,8,0,,,model
Esagil,0x121a6,KISAL,0.8096,6,0,,,model
Esagil,0x12220,MA,0.8087,4,0,,,model
Esagil,0x12222,MA GUNU,0.8141,7,0,,,model
Esagil,0x1222a,MI,0.8114,5,0,,,model
Esagil,0x12247,NAM2,0.8102,6,0,,,model
Esagil,0x1228f,RA,0.8117,7,0,,,model
Esagil,0x122b9,SHAR2,0.8111,4,0,,,model
Esagil,0x12306,TUG2,0.8102,6,0,,,model
Esagil,0x12365,ZI3,0.8102,6,0,,,model
Esagil,0x12456,,0.8114,2,0,,,model
Assurbanipal,0x12004,A TIMES HA,0.8187,8,0,,,model
Assurbanipal,0x121b2,KUN,0.817,11,0,,,model
Assurbanipal,0x1221c,LUL,0.8216,7,0,,,model
Esagil,0x1202e,AN OVER AN,0.8176,6,0,,,model
Esagil,0x12074,DIM,0.8167,5,0,,,model
Esagil,0x12100,GI,0.8164,8,0,,,model
Esagil,0x1213e,HUL2,0.8222,8,0,,,model
Esagil,0x121b8,LAGAB,0.8205,4,0,,,model
Esagil,0x1222d,MU OVER MU,0.8161,10,0,,,model
Esagil,0x12293,SA,0.8193,6,0,,,model
Esagil,0x12450,,0.8225,3,0,,,model
Assurbanipal,0x120e2,GA2 TIMES PA,0.8275,8,0,,,model
Assurbanipal,0x1218f,KAB,0.8341,6,0,,,model
Assurbanipal,0x12269,NUN TENU,0.8289,5,0,,,model
Assurbanipal,0x12330,UR2 TIMES NUN,0.83,12,0,,,model
Esagil,0x12000,A,0.8306,3,0,,,model
Esagil,0x12001,A TIMES A,0.8262,6,0,,,model
Esagil,0x1208d,E2,0.8262,5,0,,,model
Esagil,0x120f6,GAN,0.8256,5,0,,,model
Esagil,0x120fb,GAR,0.8259,3,0,,,model
Esagil,0x1219a,KAM2 (wrong!),0.8256,5,0,,,model
Esagil,0x121a4,KID,0.8289,5,0,,,model
Esagil,0x121aa,KU,0.8267,6,0,,,model
Esagil,0x121ef,LAGAR GUNU,0.8298,6,0,,,model
Esagil,0x121f3,LAL TIMES LAL,0.8281,4,0,,,model
Esagil,0x12290,RAB,0.8344,8,0,,,model
Esagil,0x12405,,0.8333,7,0,,,model
Esagil,0x1245c,,0.8289,5,0,,,model
Assurbanipal,0x120d8,GA2 TIMES KAK,0.8444,8,0,,,model
Assurbanipal,0x120f7,GAN2,0.8374,6,0,,,model
Assurbanipal,0x1227d,PAP & E,0.8374,2,0,,,model
Assurbanipal,0x1229d,SAG TIMES MI,0.8405,12,0,,,model
Assurbanipal,0x1237a,,0.8444,9,0,,,model
Esagil,0x12097,EN,0.8355,5,0,,,model
Esagil,0x120f0,GAD & TAK4 & GISH,0.8405,3,0,,,model
Esagil,0x121c5,LAGAB TIMES GAR,0.8389,7,0,,,model
Esagil,0x12226,MASH,0.8355,2,0,,,model
Esagil,0x1222c,MU,0.8418,5,0,,,model
Esagil,0x122d7,SHU,0.8403,5,0,,,model
Esagil,0x12311,U2,0.8431,5,0,,,model
Assurbanipal,0x12138,HUB2,0.8512,6,0,,,model
Assurbanipal,0x122d6,SHITA & GISH,0.851,5,0,,,model
Assurbanipal,0x12366,ZIB,0.8482,3,0,,,model
Esagil,0x12056,DAG,0.8507,7,0,,,model
Esagil,0x12154,IN,0.8467,8,0,,,model
Esagil,0x1227a,PA,0.8534,3,0,,,model
Esagil,0x122bb,SHE HU,0.8454,8,0,,,model
Esagil,0x1230b,U,0.8507,1,0,,,model
Esagil,0x12407,,0.8505,9,0,,,model
Esagil,0x1240d,,0.8529,8,0,,,model
Esagil,0x1241c,,0.8529,8,0,,,model
Esagil,0x12457,,0.8492,3,0,,,model
Assurbanipal,0x12227,MASH2,0.8568,6,0,,,model
Assurbanipal,0x1236d,ZUBUR,0.8592,3,0,,,model
Esagil,0x12079,DISH,0.8622,1,0,,,model
Esagil,0x120f2,GAL,0.8575,6,0,,,model
Esagil,0x1240e,,0.8599,9,0,,,model
Esagil,0x1241d,,0.8599,9,0,,,model
Esagil,0x12446,,0.8599,9,0,,,model
Esagil,0x12447,,0.8568,9,0,,,model
Assurbanipal,0x1203a,ASH KABA TENU,0.873,1,0,,,model
Assurbanipal,0x120b7,GA2,0.8717,5,0,,,model
Assurbanipal,0x120c4,GA2 TIMES DI,0.8699,10,0,,,model
Esagil,0x12116,GU,0.8677,6,0,,,model
Esagil,0x12229,MES,0.8659,8,0,,,model
Esagil,0x12313,UD & SAL & HUB2,0.8695,3,0,,,model
Esagil,0x12404,,0.8686,6,0,,,model
Esagil,0x122d6,SHITA & GISH,0.8884,5,0,,,model
Esagil,0x12406,,0.8939,8,0,,,model
Assurbanipal,0x12086,DUN3 GUNU,1.0,8,,,,copied_human
Assurbanipal,0x120ee,GABA,1.0,6,,,,copied_human
Assurbanipal,0x12109,GIR2 GUNU,1.0,6,,,,copied_human
Assurbanipal,0x1224e,NI2,1.0,7,,,,copied_human
Assurbanipal,0x1228a,PIRIG,1.0,5,,,,copied_human
Assurbanipal,0x1231a,UD SHESHIG,1.0,7,,,,copied_human
Santakku,0x12015,AB GUNU,1.0,7,,,,copied_human
Santakku,0x12109,GIR2 GUNU,1.0,6,,,,copied_human
Santakku,0x1212d,HI,1.0,4,,,,copied_human
Santakku,0x1218f,KAB,1.0,6,,,,copied_human
Santakku,0x121aa,KU,1.0,5,,,,copied_human
Santakku,0x122b9,SHAR2,1.0,4,,,,copied_human
Santakku,0x12305,TU,1.0,8,,,,copied_human
