font,codepoint,name,confidence,n_wedges,doubtful_wedges,accept,notes,source
Assurbanipal,0x122df,SIG4 OVER SIG4 SHU2,0.0,21,12,y,rejected in round 1; re-predicted by the retrained model in round 2; corrected in editor,model
Assurbanipal,0x120ad,EZEN TIMES KASKAL SQUARED,0.0018,16,10,,,model
Assurbanipal,0x12066,DAG KISIM5 TIMES LU PLUS MASH2,0.0002,23,9,,,model
Assurbanipal,0x122ce,SHIM TIMES KUSHU2,0.0002,15,7,,,model
Esagil,0x12172,KA TIMES LI,0.0032,17,7,,,model
Assurbanipal,0x12065,DAG KISIM5 TIMES LU,0.0001,17,6,,,model
Assurbanipal,0x12067,DAG KISIM5 TIMES LUM,0.0015,18,6,,,model
Assurbanipal,0x122cd,SHIM TIMES IGI GUNU,0.0,17,6,,,model
Assurbanipal,0x12017,AB2 TIMES BALAG,0.0003,12,5,,,model
Assurbanipal,0x12057,DAG KISIM5 TIMES A PLUS MASH,0.0002,15,5,,,model
Assurbanipal,0x12069,DAG KISIM5 TIMES PAP PLUS PAP,0.0,15,5,,,model
Assurbanipal,0x1215d,KA TIMES BALAG,0.0,20,5,,rejected in round 1; re-predicted by the retrained model in round 2,model
Assurbanipal,0x121d0,LAGAB TIMES KIN,0.0,13,5,,,model
Assurbanipal,0x121d3,LAGAB TIMES KUL PLUS HI PLUS A,0.0009,15,5,,,model
Assurbanipal,0x121eb,LAGAB SQUARED,0.0001,8,5,,,model
Assurbanipal,0x12203,LU2 TIMES HI TIMES BAD,0.0013,17,5,,,model
Assurbanipal,0x12251,NIM TIMES GAR PLUS GAN2 TENU,0.0,16,5,,,model
Assurbanipal,0x12267,NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL,0.0,25,5,,,model
Esagil,0x1215c,KA TIMES BAD,0.0001,9,5,,,model
Esagil,0x12258,NINDA2 TIMES NE,0.0026,14,5,,,model
Assurbanipal,0x12068,DAG KISIM5 TIMES NE,0.0011,20,4,,,model
Assurbanipal,0x120c5,GA2 TIMES DIM TIMES SHE,0.0,13,4,,,model
Assurbanipal,0x12117,GU CROSSING GU,0.0001,10,4,,rejected in round 1; re-predicted by the retrained model in round 2,model
Assurbanipal,0x1219e,KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U,0.003,18,4,,rejected in round 1; re-predicted by the retrained model in round 2,model
Assurbanipal,0x121cb,LAGAB TIMES IGI GUNU,0.0007,10,4,,,model
Assurbanipal,0x121d7,LAGAB TIMES LUL,0.0045,11,4,,,model
Assurbanipal,0x121e4,LAGAB TIMES TE PLUS A PLUS SU PLUS NA,0.0043,21,4,,,model
Assurbanipal,0x12208,LU2 TIMES KI,0.0031,17,4,,,model
Assurbanipal,0x12213,LU2 OPPOSING LU2,0.0,15,4,,,model
Assurbanipal,0x1223b,MUSH3 TIMES A PLUS DI,0.0027,14,4,,,model
Assurbanipal,0x122c9,SHIM TIMES BULUG,0.0003,15,4,,,model
Assurbanipal,0x122d1,SHIM TIMES SAL,0.0001,13,4,,,model
Assurbanipal,0x122f2,TAB SQUARED,0.0,5,4,,,model
Assurbanipal,0x12304,TIR OVER TIR GAD OVER GAD GAR OVER GAR,0.0028,40,4,,rejected in round 1; re-predicted by the retrained model in round 2,model
Assurbanipal,0x12314,UD KUSHU2,0.0,9,4,,,model
Assurbanipal,0x12353,USH TIMES KU,0.0,12,4,,,model
Assurbanipal,0x1235f,ZA SQUARED TIMES KUR,0.0001,11,4,,,model
Assurbanipal,0x12387,KA TIMES UR2,0.0001,14,4,,,model
Assurbanipal,0x1238d,,0.0,10,4,,,model
Esagil,0x12340,URU TIMES GU,0.0,11,4,,,model
Assurbanipal,0x12006,A TIMES LAGAR GUNU,0.004,10,3,,,model
Assurbanipal,0x1200c,AB TIMES DUN3 GUNU,0.0001,14,3,,,model
Assurbanipal,0x12010,AB TIMES IGI GUNU,0.0,15,3,,,model
Assurbanipal,0x12022,AL TIMES DIM2,0.0002,13,3,,,model
Assurbanipal,0x12027,AL TIMES SHE,0.0,10,3,,,model
Assurbanipal,0x12035,ARAD TIMES KUR,0.0,8,3,,,model
Assurbanipal,0x1205d,DAG KISIM5 TIMES GI,0.0001,18,3,,,model
Assurbanipal,0x12071,DARA4,0.0025,13,3,,,model
Assurbanipal,0x12080,DUB2,0.0002,14,3,,,model
Assurbanipal,0x120b6,GA GUNU,0.004,12,3,,,model
Assurbanipal,0x120cb,GA2 TIMES GAN2 TENU,0.0006,11,3,,,model
Assurbanipal,0x120d6,GA2 TIMES IGI GUNU,0.0,13,3,,,model
Assurbanipal,0x120e3,GA2 TIMES SAL,0.0004,9,3,,,model
Assurbanipal,0x120ff,GESHTIN TIMES KUR,0.0002,9,3,,,model
Assurbanipal,0x12112,GISH CROSSING GISH,0.0002,7,3,,,model
Assurbanipal,0x12121,GUD OVER GUD LUGAL,0.0004,22,3,,,model
Assurbanipal,0x1213e,HUL2,0.0,10,3,,,model
Assurbanipal,0x12150,IM CROSSING IM,0.0001,14,3,,,model
Assurbanipal,0x1217a,KA TIMES NE,0.0005,16,3,,,model
Assurbanipal,0x1217f,KA TIMES SAR,0.0002,16,3,,,model
Assurbanipal,0x1219b,KAM4,0.0006,14,3,,,model
Assurbanipal,0x121a9,KISIM5 OVER KISIM5,0.0,8,3,,,model
Assurbanipal,0x121ca,LAGAB TIMES HI TIMES NUN,0.0001,13,3,,,model
Assurbanipal,0x12210,LU2 TIMES TUG2,0.0001,16,3,,,model
Assurbanipal,0x1222d,MU OVER MU,0.0001,10,3,,,model
Assurbanipal,0x1224b,NE SHESHIG,0.0,11,3,,,model
Assurbanipal,0x12266,NUN LAGAR TIMES SAL,0.0,13,3,,,model
Assurbanipal,0x12270,NUNUZ AB2 TIMES DUG,0.0002,18,3,,,model
Assurbanipal,0x12278,NUNUZ KISIM5 TIMES BI,0.0,17,3,,,model
Assurbanipal,0x122aa,SAL LAGAB TIMES ASH2,0.0,12,3,,,model
Assurbanipal,0x122cb,SHIM TIMES GAR,0.0004,13,3,,,model
Assurbanipal,0x122d0,SHIM TIMES MUG,0.0003,13,3,,,model
Assurbanipal,0x122d4,SHIR TENU,0.0012,5,3,,,model
Assurbanipal,0x122de,SIG4,0.0,11,3,,,model
Assurbanipal,0x12303,TIR OVER TIR,0.0008,28,3,,,model
Assurbanipal,0x1230a,TUR OVER TUR ZA OVER ZA,0.0017,20,3,,,model
Assurbanipal,0x12322,UMBIN,0.0012,20,3,,,model
Assurbanipal,0x12324,UMUM TIMES KASKAL,0.0002,14,3,,,model
Assurbanipal,0x12336,URI3,0.0001,13,3,,,model
Assurbanipal,0x1234b,URU TIMES TU,0.0001,12,3,,,model
Assurbanipal,0x12372,,0.0049,10,3,,,model
Assurbanipal,0x12383,,0.0,14,3,,,model
Assurbanipal,0x1238a,,0.0003,18,3,,,model
Assurbanipal,0x12391,NINDA2 TIMES BAL,0.0,11,3,,,model
Assurbanipal,0x12393,,0.0003,6,3,,,model
Esagil,0x1200f,AB TIMES HA,0.0,11,3,,,model
Esagil,0x1201a,AB2 TIMES SHA3,0.0011,9,3,,,model
Esagil,0x1202c,AMAR TIMES SHE,0.0001,9,3,,,model
Esagil,0x12088,DUN4,0.0002,15,3,,,model
Esagil,0x120e3,GA2 TIMES SAL,0.0013,9,3,,,model
Esagil,0x120fd,GASHAN,0.0002,6,3,,,model
Esagil,0x12103,GI CROSSING GI,0.0,10,3,,,model
Esagil,0x12107,GIDIM,0.0001,11,3,,,model
Esagil,0x1210b,GIR3 TIMES A PLUS IGI,0.0,12,3,,,model
Esagil,0x12124,GUM TIMES SHE,0.0004,11,3,,,model
Esagil,0x12164,KA TIMES GAN2 TENU,0.0003,13,3,,,model
Esagil,0x1223b,MUSH3 TIMES A PLUS DI,0.0,14,3,,,model
Esagil,0x122c0,SHESH,0.0004,7,3,,,model
Esagil,0x1230c,U GUD,0.0,6,3,,,model
Assurbanipal,0x12015,AB GUNU,0.0001,9,2,,,model
Assurbanipal,0x12028,AL TIMES USH,0.0,12,2,,,model
Assurbanipal,0x12029,ALAN,0.0026,21,2,,,model
Assurbanipal,0x1202c,AMAR TIMES SHE,0.0007,8,2,,,model
Assurbanipal,0x1203d,ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH,0.0,7,2,,,model
Assurbanipal,0x1203f,ASHGAB,0.0,6,2,,,model
Assurbanipal,0x1204e,BU OVER BU AB,0.0,15,2,,,model
Assurbanipal,0x12052,,0.0004,14,2,,,model
Assurbanipal,0x12058,DAG KISIM5 TIMES AMAR,0.0,16,2,,,model
Assurbanipal,0x12063,DAG KISIM5 TIMES KAK,0.0011,15,2,,,model
Assurbanipal,0x1206c,DAG KISIM5 TIMES U2 PLUS GIR2,0.0001,24,2,,,model
Assurbanipal,0x1206d,DAG KISIM5 TIMES USH,0.0001,17,2,,,model
Assurbanipal,0x1207b,DU OVER DU,0.0,10,2,,,model
Assurbanipal,0x12088,DUN4,0.0003,13,2,,,model
Assurbanipal,0x12099,EN TIMES GAN2 TENU,0.0006,12,2,,,model
Assurbanipal,0x120ab,EZEN TIMES IGI GUNU,0.0005,16,2,,,model
Assurbanipal,0x120b0,EZEN TIMES LAL TIMES LAL,0.0009,13,2,,,model
Assurbanipal,0x120d1,GA2 TIMES HA PLUS LU PLUS ESH2,0.0,22,2,,rejected in round 1; re-predicted by the retrained model in round 2,model
Assurbanipal,0x120d4,GA2 TIMES HI PLUS LI,0.0015,19,2,,,model
Assurbanipal,0x120df,GA2 TIMES MI(standard),0.0012,10,2,,,model
Assurbanipal,0x120e6,GA2 TIMES SHE PLUS TUR,0.0026,15,2,,,model
Assurbanipal,0x120e8,GA2 TIMES SUM,0.0,12,2,,,model
Assurbanipal,0x1211f,GUD TIMES A PLUS KUR,0.0005,9,2,,,model
Assurbanipal,0x12124,GUM TIMES SHE,0.0001,9,2,,,model
Assurbanipal,0x12136,HI TIMES U,0.0001,5,2,,,model
Assurbanipal,0x1216a,KA TIMES GISH CROSSING GISH,0.0003,13,2,,,model
Assurbanipal,0x1216b,KA TIMES GU,0.0001,13,2,,,model
Assurbanipal,0x12174,KA TIMES ME,0.0,9,2,,,model
Assurbanipal,0x121a2,KI TIMES U,0.0018,8,2,,,model
Assurbanipal,0x121c1,LAGAB TIMES BI,0.0002,8,2,,,model
Assurbanipal,0x121d2,LAGAB TIMES KUL,0.0001,8,2,,,model
Assurbanipal,0x121db,LAGAB TIMES NE,0.0005,13,2,,,model
Assurbanipal,0x121e8,LAGAB TIMES U2 PLUS ASH,0.001,12,2,,,model
Assurbanipal,0x121ea,LAGAB TIMES USH,0.0002,10,2,,,model
Assurbanipal,0x121f5,LAM TIMES KUR,0.0005,9,2,,,model
Assurbanipal,0x121f8,LIL,0.0003,11,2,,,model
Assurbanipal,0x1220c,LU2 TIMES NE,0.0009,19,2,,,model
Assurbanipal,0x12216,LU3,0.0002,9,2,,,model
Assurbanipal,0x12250,NIM TIMES GAN2 TENU,0.0004,11,2,,,model
Assurbanipal,0x12264,NUN LAGAR TIMES GAR,0.0002,13,2,,,model
Assurbanipal,0x12271,NUNUZ AB2 TIMES GUD,0.0001,17,2,,,model
Assurbanipal,0x12274,NUNUZ AB2 TIMES LA,0.0,18,2,,,model
Assurbanipal,0x122be,SHEG9,0.0,15,2,,,model
Assurbanipal,0x122c6,SHIM,0.0001,9,2,,,model
Assurbanipal,0x122c7,SHIM TIMES A,0.0009,12,2,,,model
Assurbanipal,0x122ca,SHIM TIMES DIN,0.0017,13,2,,,model
Assurbanipal,0x1232e,UR2 TIMES AL,0.0,13,2,,,model
Assurbanipal,0x12340,URU TIMES GU,0.0,11,2,,,model
Assurbanipal,0x12355,USH TIMES TAK4,0.0001,16,2,,,model
Assurbanipal,0x1235a,UZ3,0.0,9,2,,,model
Assurbanipal,0x12364,ZI OVER ZI & A,0.0013,14,2,,,model
Assurbanipal,0x1237c,,0.0002,16,2,,,model
Assurbanipal,0x1238b,,0.0,15,2,,,model
Assurbanipal,0x12394,,0.0,15,2,,,model
Assurbanipal,0x12396,,0.0005,14,2,,,model
Esagil,0x12032,ANSHE,0.0001,9,2,,,model
Esagil,0x12044,BAL,0.0001,6,2,,,model
Esagil,0x12046,BALAG,0.0027,12,2,,,model
Esagil,0x12049,BI,0.0048,5,2,,,model
Esagil,0x1207d,DU SHESHIG,0.0001,9,2,,,model
Esagil,0x12081,DUG,0.0,9,2,,,model
Esagil,0x120a6,EZEN TIMES BAD,0.0001,10,2,,,model
Esagil,0x120ee,GABA,0.0,8,2,,,model
Esagil,0x120f8,GAN2 TENU,0.0001,6,2,,,model
Esagil,0x12118,GU2 & UN,0.0012,7,2,,,model
Esagil,0x12130,HI TIMES BAD,0.0013,6,2,,,model
Esagil,0x12174,KA TIMES ME,0.0004,9,2,,,model
Esagil,0x1217e,KA TIMES SA,0.0001,13,2,,,model
Esagil,0x1219b,KAM4,0.0029,12,2,,,model
Esagil,0x121b0,KUL,0.0002,4,2,,,model
Esagil,0x121fc,LU TIMES BAD,0.0,9,2,,,model
Esagil,0x1227c,PAN,0.0023,5,2,,,model
Esagil,0x1228c,PIRIG TIMES UD,0.0,9,2,,,model
Esagil,0x122da,SHUBUR,0.0005,11,2,,,model
Esagil,0x122fb,TAR,0.0,4,2,,,model
Esagil,0x122fe,TI TENU,0.0,5,2,,,model
Esagil,0x1234f,URUDA,0.0,7,2,,,model
Assurbanipal,0x12002,A TIMES BAD,0.0,5,1,,,model
Assurbanipal,0x12007,A TIMES MUSH,0.0,12,1,,,model
Assurbanipal,0x12026,AL TIMES KI,0.0011,13,1,,,model
Assurbanipal,0x12051,BULUG OVER BULUG,0.0001,7,1,,,model
Assurbanipal,0x1205b,DAG KISIM5 TIMES GA,0.0001,18,1,,,model
Assurbanipal,0x1205e,DAG KISIM5 TIMES GIR2,0.0007,17,1,,,model
Assurbanipal,0x1206a,DAG KISIM5 TIMES SI,0.0003,15,1,,,model
Assurbanipal,0x1206e,DAM,0.0,9,1,,,model
Assurbanipal,0x12075,DIM TIMES SHE,0.0014,9,1,,,model
Assurbanipal,0x1207c,DU GUNU,0.0035,8,1,,,model
Assurbanipal,0x12094,EDIN,0.0013,10,1,,,model
Assurbanipal,0x120ba,GA2 TIMES A PLUS IGI,0.0004,11,1,,,model
Assurbanipal,0x120bd,GÁ×A,0.0003,6,1,,,model
Assurbanipal,0x120be,E2 TIMES A PLUS HA PLUS DA(sic!),0.0006,14,1,,,model
Assurbanipal,0x120bf,GA2 TIMES BAD,0.0019,7,1,,,model
Assurbanipal,0x120db,GA2 TIMES KID PLUS LAL,0.0,12,1,,,model
