font,codepoint,stroke,confidence,apex_score,tail_source,rare_orientation,off_ink_tail
Assurbanipal,0x120e1,6,0.6388,0.9818,skeleton,0,0
Assurbanipal,0x120e1,7,0.9272,0.9848,network,0,0
Assurbanipal,0x120e1,8,0.0056,0.8262,network,0,0
Assurbanipal,0x120e1,9,0.9405,0.9785,network,0,0
Assurbanipal,0x120e1,10,0.9301,0.9797,skeleton,0,0
Assurbanipal,0x120e1,11,0.942,0.9738,network,0,0
Assurbanipal,0x120e1,12,0.8699,0.9728,network,0,0
Assurbanipal,0x120e1,13,0.3785,0.9651,network,0,0
Assurbanipal,0x120e1,14,0.9078,0.9792,network,0,0
Assurbanipal,0x120e1,15,0.8566,0.961,network,0,0
Assurbanipal,0x120e2,1,0.8927,0.9433,skeleton,0,0
Assurbanipal,0x120e2,2,0.8946,0.954,skeleton,0,0
Assurbanipal,0x120e2,3,0.9163,0.9643,network,0,0
Assurbanipal,0x120e2,4,0.8275,0.8933,network,0,0
Assurbanipal,0x120e2,5,0.9204,0.9788,network,0,0
Assurbanipal,0x120e2,6,0.9014,0.9381,network,0,0
Assurbanipal,0x120e2,7,0.9338,0.937,network,0,0
Assurbanipal,0x120e2,8,0.836,0.9614,network,0,0
Assurbanipal,0x120e3,1,0.4819,0.9587,skeleton,0,0
Assurbanipal,0x120e3,2,0.887,0.9601,skeleton,0,0
Assurbanipal,0x120e3,3,0.9359,0.9706,network,0,0
Assurbanipal,0x120e3,4,0.9346,0.9346,network,0,0
Assurbanipal,0x120e3,5,0.0057,0.9566,network,0,0
Assurbanipal,0x120e3,6,0.0004,0.819,skeleton,0,0
Assurbanipal,0x120e3,7,0.3569,0.9687,network,0,0
Assurbanipal,0x120e3,8,0.0127,0.8129,network,0,0
Assurbanipal,0x120e3,9,0.876,0.9381,network,0,0
Assurbanipal,0x120e4,1,0.0338,0.945,network,0,0
Assurbanipal,0x120e4,2,0.876,0.9541,skeleton,0,0
Assurbanipal,0x120e4,3,0.9328,0.9536,network,0,0
Assurbanipal,0x120e4,4,0.8785,0.9241,network,0,0
Assurbanipal,0x120e4,5,0.017,0.9578,network,0,0
Assurbanipal,0x120e4,6,0.05,0.9716,skeleton,0,1
Assurbanipal,0x120e4,7,0.9068,0.976,network,0,0
Assurbanipal,0x120e4,8,0.8699,0.9898,network,0,0
Assurbanipal,0x120e4,9,0.8726,0.9805,network,0,0
Assurbanipal,0x120e4,10,0.8699,0.9783,network,0,0
Assurbanipal,0x120e4,11,0.94,0.9711,network,0,0
Assurbanipal,0x120e4,12,0.8444,0.9758,network,0,0
Assurbanipal,0x120e4,13,0.9237,0.9646,network,0,0
Assurbanipal,0x120e4,14,0.8834,0.9654,network,0,0
Assurbanipal,0x120e5,1,0.7883,0.9161,skeleton,0,0
Assurbanipal,0x120e5,2,0.9024,0.9685,skeleton,0,0
Assurbanipal,0x120e5,3,0.9078,0.9709,network,0,0
Assurbanipal,0x120e5,4,0.8739,0.9356,network,0,0
Assurbanipal,0x120e5,5,0.8444,0.9491,network,0,0
Assurbanipal,0x120e5,6,0.8789,0.9444,network,0,0
Assurbanipal,0x120e5,7,0.8539,0.945,network,0,0
Assurbanipal,0x120e5,8,0.5492,0.9522,network,0,0
Assurbanipal,0x120e5,9,0.7883,0.9332,network,0,0
Assurbanipal,0x120e6,1,0.0026,0.9515,network,0,0
Assurbanipal,0x120e6,2,0.9163,0.9446,skeleton,0,0
Assurbanipal,0x120e6,3,0.9078,0.9472,network,0,0
Assurbanipal,0x120e6,4,0.9322,0.9322,network,0,0
Assurbanipal,0x120e6,5,0.8281,0.9828,network,0,0
Assurbanipal,0x120e6,6,0.4683,0.9773,network,0,0
Assurbanipal,0x120e6,7,0.8199,0.9483,network,0,0
Assurbanipal,0x120e6,8,0.2516,0.973,network,0,0
Assurbanipal,0x120e6,9,0.8164,0.9834,skeleton,0,0
Assurbanipal,0x120e6,10,0.5993,0.9755,network,0,0
Assurbanipal,0x120e6,11,0.8164,0.9582,network,0,0
Assurbanipal,0x120e6,12,0.7603,0.908,network,0,0
Assurbanipal,0x120e6,13,0.889,0.9618,network,0,0
Assurbanipal,0x120e6,14,0.924,0.9675,network,0,0
Assurbanipal,0x120e6,15,0.885,0.9587,network,0,0
Assurbanipal,0x120e7,1,0.8993,0.9607,network,0,0
Assurbanipal,0x120e7,2,0.0,0.9379,network,0,0
Assurbanipal,0x120e7,3,0.912,0.9635,network,0,0
Assurbanipal,0x120e7,4,0.9063,0.9063,network,0,0
Assurbanipal,0x120e7,5,0.9157,0.9578,network,0,0
Assurbanipal,0x120e7,6,0.9175,0.9814,network,0,0
Assurbanipal,0x120e7,7,0.5679,0.9086,network,0,0
Assurbanipal,0x120e7,8,0.9141,0.9566,network,0,0
Assurbanipal,0x120e7,9,0.9172,0.9698,network,0,0
Assurbanipal,0x120e7,10,0.8979,0.9493,network,0,0
Assurbanipal,0x120e7,11,0.8053,0.9287,network,0,0
Assurbanipal,0x120e8,1,0.9101,0.9485,skeleton,0,0
Assurbanipal,0x120e8,2,0.0,0.947,network,0,0
Assurbanipal,0x120e8,3,0.9321,0.9628,network,0,0
Assurbanipal,0x120e8,4,0.9058,0.9468,network,0,0
Assurbanipal,0x120e8,5,0.858,0.9019,skeleton,0,0
Assurbanipal,0x120e8,6,0.3153,0.9519,network,0,0
Assurbanipal,0x120e8,7,0.05,0.9563,network,0,1
Assurbanipal,0x120e8,8,0.5176,0.9118,network,0,0
Assurbanipal,0x120e8,9,0.9313,0.9568,network,0,0
Assurbanipal,0x120e8,10,0.9088,0.9736,network,0,0
Assurbanipal,0x120e8,11,0.8968,0.9815,network,0,0
Assurbanipal,0x120e8,12,0.7368,0.9152,network,0,0
Assurbanipal,0x120e9,1,0.9123,0.9412,skeleton,0,0
Assurbanipal,0x120e9,2,0.935,0.9397,skeleton,0,0
Assurbanipal,0x120e9,3,0.8957,0.9681,network,0,0
Assurbanipal,0x120e9,4,0.782,0.9655,network,0,0
Assurbanipal,0x120e9,5,0.372,0.9792,network,0,0
Assurbanipal,0x120e9,6,0.3489,0.984,network,0,0
Assurbanipal,0x120e9,7,0.1683,0.9848,network,0,0
Assurbanipal,0x120e9,8,0.883,0.9363,network,0,0
Assurbanipal,0x120e9,9,0.9512,0.9722,network,0,0
Assurbanipal,0x120e9,10,0.9177,0.9866,network,0,0
Assurbanipal,0x120e9,11,0.9177,0.9855,network,0,0
Assurbanipal,0x120e9,12,0.9512,0.9802,network,0,0
Assurbanipal,0x120e9,13,0.8942,0.9774,network,0,0
Assurbanipal,0x120e9,14,0.9407,0.9924,network,0,0
Assurbanipal,0x120e9,15,0.8677,0.9627,network,0,0
Assurbanipal,0x120ea,1,0.5969,0.9438,skeleton,0,0
Assurbanipal,0x120ea,2,0.0007,0.9344,network,0,0
Assurbanipal,0x120ea,3,0.9147,0.9707,network,0,0
Assurbanipal,0x120ea,4,0.895,0.9749,network,0,0
Assurbanipal,0x120ea,5,0.8764,0.9346,network,0,0
Assurbanipal,0x120ea,6,0.8571,0.9188,network,0,0
Assurbanipal,0x120eb,1,0.8997,0.97,network,0,0
Assurbanipal,0x120eb,2,0.9007,0.9363,network,0,0
Assurbanipal,0x120eb,3,0.927,0.971,network,0,0
Assurbanipal,0x120eb,4,0.1176,0.9618,network,0,0
Assurbanipal,0x120eb,5,0.0063,0.9377,network,0,0
Assurbanipal,0x120eb,6,0.7896,0.9745,network,0,0
Assurbanipal,0x120eb,7,0.9308,0.9397,network,0,0
Assurbanipal,0x120eb,8,0.859,0.9605,network,0,0
Assurbanipal,0x120f0,1,0.8524,0.9636,network,0,0
Assurbanipal,0x120f0,2,0.7918,0.8922,network,0,0
Assurbanipal,0x120f0,3,0.885,0.9647,network,0,0
Assurbanipal,0x120f1,1,0.9223,0.9578,network,0,0
Assurbanipal,0x120f1,2,0.8618,0.9506,network,0,0
Assurbanipal,0x120f1,3,0.8895,0.8895,network,0,0
Assurbanipal,0x120f1,4,0.0012,0.9764,network,0,0
Assurbanipal,0x120f1,5,0.9453,0.9611,network,0,0
Assurbanipal,0x120f1,6,0.8618,0.9621,network,0,0
Assurbanipal,0x120f1,7,0.9144,0.9782,network,0,0
Assurbanipal,0x120f1,8,0.8997,0.9713,network,0,0
Assurbanipal,0x120f1,9,0.8397,0.969,network,0,0
Assurbanipal,0x120f1,10,0.7424,0.9746,network,0,0
Assurbanipal,0x120f1,11,0.9422,0.9811,network,0,0
Assurbanipal,0x120f1,12,0.927,0.9673,network,0,0
Assurbanipal,0x120f1,13,0.8704,0.9528,network,0,0
Assurbanipal,0x120f1,14,0.8901,0.9528,network,0,0
Assurbanipal,0x120f4,1,0.5132,0.8848,network,0,0
Assurbanipal,0x120f4,2,0.8059,0.9392,network,0,0
Assurbanipal,0x120f4,3,0.1182,0.886,network,0,0
Assurbanipal,0x120f4,4,0.876,0.9638,network,0,0
Assurbanipal,0x120f4,5,0.6044,0.9317,network,0,0
Assurbanipal,0x120f4,6,0.869,0.9587,network,0,0
Assurbanipal,0x120f7,1,0.8972,0.8988,network,0,0
Assurbanipal,0x120f7,2,0.8374,0.9721,network,0,0
Assurbanipal,0x120f7,3,0.8888,0.8888,network,0,0
Assurbanipal,0x120f7,4,0.9209,0.9696,network,0,0
Assurbanipal,0x120f7,5,0.8554,0.9281,network,0,0
Assurbanipal,0x120f7,6,0.9081,0.9325,network,0,0
Assurbanipal,0x120f8,1,0.865,0.9155,network,0,0
Assurbanipal,0x120f8,2,0.8659,0.9636,network,0,0
Assurbanipal,0x120f8,3,0.8924,0.961,network,0,0
Assurbanipal,0x120f8,4,0.9209,0.9365,network,0,0
Assurbanipal,0x120f8,5,0.7194,0.9579,network,0,0
Assurbanipal,0x120f8,6,0.8905,0.937,network,0,0
Assurbanipal,0x120f9,1,0.9157,0.9672,network,0,0
Assurbanipal,0x120f9,2,0.9138,0.917,skeleton,0,0
Assurbanipal,0x120f9,3,0.2602,0.9709,network,0,0
Assurbanipal,0x120f9,4,0.9298,0.9755,network,0,0
Assurbanipal,0x120f9,5,0.9357,0.9754,network,0,0
Assurbanipal,0x120f9,6,0.9298,0.9849,network,0,0
Assurbanipal,0x120f9,7,0.9516,0.9712,network,0,0
Assurbanipal,0x120f9,8,0.9424,0.9797,network,0,0
Assurbanipal,0x120f9,9,0.9287,0.9287,network,0,0
Assurbanipal,0x120f9,10,0.812,0.9605,network,0,0
Assurbanipal,0x120f9,11,0.7025,0.9787,network,0,0
Assurbanipal,0x120f9,12,0.8789,0.9397,network,0,0
Assurbanipal,0x120fd,1,0.4883,0.9379,network,0,0
Assurbanipal,0x120fd,2,0.8826,0.931,network,0,0
Assurbanipal,0x120fd,3,0.809,0.8977,network,0,0
Assurbanipal,0x120fd,4,0.9031,0.9164,network,0,0
Assurbanipal,0x120fd,5,0.0004,0.9599,network,1,0
Assurbanipal,0x120fe,1,0.8287,0.9519,network,0,0
Assurbanipal,0x120fe,2,0.8278,0.9222,network,0,0
Assurbanipal,0x120fe,3,0.0,0.904,skeleton,1,0
Assurbanipal,0x120fe,4,0.8059,0.9452,network,0,0
Assurbanipal,0x120fe,5,0.7249,0.9146,network,0,0
Assurbanipal,0x120fe,6,0.8467,0.9222,network,0,0
Assurbanipal,0x120ff,1,0.8739,0.9574,network,0,0
Assurbanipal,0x120ff,2,0.9226,0.9699,network,0,0
Assurbanipal,0x120ff,3,0.0022,0.9818,network,0,0
Assurbanipal,0x120ff,4,0.0024,0.972,network,0,0
Assurbanipal,0x120ff,5,0.8004,0.9421,network,0,0
Assurbanipal,0x120ff,6,0.0002,0.925,skeleton,1,0
Assurbanipal,0x120ff,7,0.8236,0.9612,network,0,0
Assurbanipal,0x120ff,8,0.6847,0.9012,network,0,0
Assurbanipal,0x120ff,9,0.8542,0.9683,network,0,0
Assurbanipal,0x12100,1,0.8781,0.9487,network,0,0
Assurbanipal,0x12100,2,0.7963,0.93,network,0,0
Assurbanipal,0x12100,3,0.8311,0.9442,network,0,0
Assurbanipal,0x12100,4,0.941,0.941,network,0,0
Assurbanipal,0x12100,5,0.9164,0.9164,network,0,0
Assurbanipal,0x12100,6,0.9186,0.9681,network,0,0
Assurbanipal,0x12100,7,0.9157,0.9504,network,0,0
Assurbanipal,0x12103,1,0.8004,0.8914,skeleton,0,0
Assurbanipal,0x12103,2,0.8641,0.9828,network,0,0
Assurbanipal,0x12103,3,0.0554,0.981,network,0,0
Assurbanipal,0x12103,4,0.892,0.9596,network,0,0
Assurbanipal,0x12103,5,0.7249,0.9769,network,0,0
Assurbanipal,0x12103,6,0.9218,0.9536,network,0,0
Assurbanipal,0x12103,7,0.9321,0.9602,network,0,0
Assurbanipal,0x12103,8,0.9338,0.9499,network,0,0
Assurbanipal,0x12103,9,0.889,0.9674,network,0,0
Assurbanipal,0x12103,10,0.8726,0.9164,network,0,0
Assurbanipal,0x12103,11,0.8699,0.8876,network,0,0
Assurbanipal,0x12103,12,0.9406,0.9406,network,0,0
Assurbanipal,0x12103,13,0.8794,0.9785,network,0,0
Assurbanipal,0x12103,14,0.9195,0.9704,network,0,0
Assurbanipal,0x12104,1,0.05,0.9711,skeleton,0,1
Assurbanipal,0x12104,2,0.9303,0.9423,network,0,0
Assurbanipal,0x12104,3,0.9303,0.9414,network,0,0
Assurbanipal,0x12104,4,0.916,0.9785,network,0,0
Assurbanipal,0x12104,5,0.9101,0.9456,network,0,0
Assurbanipal,0x12104,6,0.9011,0.9399,network,0,0
Assurbanipal,0x12104,7,0.9387,0.9545,network,0,0
Assurbanipal,0x12104,8,0.9285,0.9642,network,0,0
Assurbanipal,0x12104,9,0.9058,0.9476,network,0,0
Assurbanipal,0x12104,10,0.895,0.9546,network,0,0
Assurbanipal,0x12105,1,0.05,0.9581,skeleton,0,1
Assurbanipal,0x12105,2,0.8459,0.9458,network,0,0
Assurbanipal,0x12105,3,0.8997,0.9478,network,0,0
Assurbanipal,0x12105,4,0.8708,0.9419,skeleton,0,0
Assurbanipal,0x12105,5,0.8866,0.9584,network,0,0
Assurbanipal,0x12105,6,0.8259,0.972,network,0,0
Assurbanipal,0x12105,7,0.7542,0.9763,network,0,0
Assurbanipal,0x12105,8,0.924,0.9753,network,0,0
Assurbanipal,0x12105,9,0.7542,0.971,network,0,0
Assurbanipal,0x12105,10,0.8968,0.9493,network,0,0
Assurbanipal,0x12105,11,0.9065,0.9719,network,0,0
Assurbanipal,0x12105,12,0.7853,0.962,network,0,0
Assurbanipal,0x12105,13,0.928,0.931,network,0,0
Assurbanipal,0x12105,14,0.9353,0.9353,network,0,0
Assurbanipal,0x12105,15,0.761,0.9807,network,0,0
Assurbanipal,0x12105,16,0.7624,0.9325,network,0,0
Assurbanipal,0x12105,17,0.8636,0.9109,network,0,0
Assurbanipal,0x12105,18,0.9161,0.9161,network,0,0
Assurbanipal,0x12105,19,0.9078,0.9592,network,0,0
Assurbanipal,0x12105,20,0.9288,0.9719,network,0,0
Assurbanipal,0x12107,1,0.7535,0.9417,network,0,0
Assurbanipal,0x12107,2,0.8549,0.9412,skeleton,0,0
Assurbanipal,0x12107,3,0.8659,0.914,network,0,0
Assurbanipal,0x12107,4,0.9004,0.9582,network,0,0
Assurbanipal,0x12107,5,0.9007,0.9444,skeleton,0,0
Assurbanipal,0x12107,6,0.0,0.4116,network,1,0
Assurbanipal,0x12107,7,0.5302,0.9448,skeleton,0,0
Assurbanipal,0x12107,8,0.8897,0.9728,network,0,0
Assurbanipal,0x12107,9,0.752,0.9659,network,0,0
Assurbanipal,0x12107,10,0.8886,0.959,network,0,0
Assurbanipal,0x12107,11,0.887,0.9641,skeleton,0,0
Assurbanipal,0x12107,12,0.8284,0.8284,network,0,0
Assurbanipal,0x1210b,1,0.887,0.9406,network,0,0
Assurbanipal,0x1210b,2,0.8382,0.9805,skeleton,0,0
Assurbanipal,0x1210b,3,0.4306,0.9836,skeleton,0,0
Assurbanipal,0x1210b,4,0.8659,0.9737,skeleton,0,0
Assurbanipal,0x1210b,5,0.4448,0.9543,network,0,0
Assurbanipal,0x1210b,6,0.9021,0.9519,network,0,0
Assurbanipal,0x1210b,7,0.3088,0.9655,skeleton,0,0
Assurbanipal,0x1210b,8,0.924,0.9729,network,0,0
Assurbanipal,0x1210b,9,0.873,0.9697,network,0,0
Assurbanipal,0x1210b,10,0.462,0.9332,network,0,0
Assurbanipal,0x1210c,1,0.9081,0.9581,network,0,0
Assurbanipal,0x1210c,2,0.9058,0.9804,network,0,0
Assurbanipal,0x1210c,3,0.3509,0.952,network,0,0
Assurbanipal,0x1210c,4,0.817,0.9726,network,0,0
Assurbanipal,0x1210c,5,0.8322,0.9431,network,0,0
Assurbanipal,0x1210c,6,0.7925,0.9653,network,0,0
Assurbanipal,0x1210c,7,0.3907,0.9727,network,0,0
Assurbanipal,0x1210c,8,0.9492,0.9573,network,0,0
Assurbanipal,0x1210c,9,0.7705,0.9599,network,0,0
Assurbanipal,0x1210e,1,0.7029,0.9568,network,0,0
Assurbanipal,0x1210e,2,0.8505,0.9781,skeleton,0,0
Assurbanipal,0x1210e,3,0.7029,0.9236,skeleton,0,0
Assurbanipal,0x1210e,4,0.8641,0.9312,network,0,0
Assurbanipal,0x1210e,5,0.817,0.9581,network,0,0
Assurbanipal,0x1210e,6,0.9417,0.9417,network,0,0
Assurbanipal,0x1210e,7,0.05,0.95,network,0,1
Assurbanipal,0x1210e,8,0.9011,0.9781,network,0,0
Assurbanipal,0x1210e,9,0.6889,0.9755,network,0,0
Assurbanipal,0x1210e,10,0.8964,0.9647,network,0,0
Assurbanipal,0x1210e,11,0.5894,0.9543,network,0,0
Assurbanipal,0x1210e,12,0.7985,0.9828,network,0,0
Assurbanipal,0x1210e,13,0.8939,0.963,network,0,0
Assurbanipal,0x1210e,14,0.8935,0.9607,network,0,0
Assurbanipal,0x12110,1,0.9107,0.9719,network,0,0
Assurbanipal,0x12110,2,0.8395,0.9702,network,0,0
Assurbanipal,0x12110,3,0.7341,0.8922,network,0,0
Assurbanipal,0x12110,4,0.7759,0.9595,network,0,0
Assurbanipal,0x12110,5,0.6361,0.9747,network,0,0
Assurbanipal,0x12110,6,0.5722,0.9727,network,0,0
Assurbanipal,0x12110,7,0.8322,0.8812,network,0,0
Assurbanipal,0x12112,1,0.7589,0.931,network,0,0
Assurbanipal,0x12112,2,0.7966,0.8895,network,0,0
Assurbanipal,0x12112,3,0.0002,0.6893,network,1,0
Assurbanipal,0x12112,4,0.05,0.4995,network,1,1
Assurbanipal,0x12112,5,0.0203,0.5889,network,0,0
Assurbanipal,0x12112,6,0.9055,0.955,network,0,0
Assurbanipal,0x12112,7,0.8368,0.9281,network,0,0
Assurbanipal,0x12113,1,0.4912,0.8783,network,0,0
Assurbanipal,0x12113,2,0.7472,0.9474,network,0,0
Assurbanipal,0x12113,3,0.6766,0.8594,network,0,0
Assurbanipal,0x12113,4,0.0066,0.8549,network,1,0
Assurbanipal,0x12113,5,0.6931,0.8732,network,0,0
Assurbanipal,0x12115,1,0.8053,0.9102,skeleton,0,0
Assurbanipal,0x12115,2,0.8053,0.9744,network,0,0
Assurbanipal,0x12117,1,0.0002,0.917,network,0,0
Assurbanipal,0x12117,2,0.7957,0.9615,skeleton,0,0
Assurbanipal,0x12117,3,0.0001,0.6805,network,0,0
Assurbanipal,0x12117,4,0.0013,0.9825,network,0,0
Assurbanipal,0x12117,5,0.0002,0.9073,network,0,0
Assurbanipal,0x12117,6,0.7749,0.9546,network,0,0
Assurbanipal,0x12117,7,0.9138,0.9781,network,0,0
Assurbanipal,0x12117,8,0.7766,0.9356,network,0,0
Assurbanipal,0x12117,9,0.778,0.9677,network,0,0
Assurbanipal,0x12117,10,0.8897,0.9553,network,0,0
Assurbanipal,0x12118,1,0.9004,0.9709,network,0,0
Assurbanipal,0x12118,2,0.8228,0.9708,network,0,0
Assurbanipal,0x12118,3,0.8659,0.9612,network,0,0
Assurbanipal,0x12118,4,0.7817,0.908,network,0,0
Assurbanipal,0x12118,5,0.8739,0.8995,network,0,0
Assurbanipal,0x12118,6,0.9035,0.9421,network,0,0
Assurbanipal,0x12118,7,0.6893,0.9563,network,0,0
Assurbanipal,0x12118,8,0.8838,0.9694,network,0,0
Assurbanipal,0x12119,1,0.8942,0.9785,network,0,0
Assurbanipal,0x12119,2,0.8677,0.9778,network,0,0
Assurbanipal,0x12119,3,0.8522,0.9641,network,0,0
Assurbanipal,0x12119,4,0.7797,0.9334,network,0,0
Assurbanipal,0x12119,5,0.8802,0.9478,network,0,0
Assurbanipal,0x12119,6,0.9283,0.9474,network,0,0
Assurbanipal,0x12119,7,0.7994,0.9317,network,0,0
Assurbanipal,0x12119,8,0.8306,0.9608,network,0,0
Assurbanipal,0x12119,9,0.7009,0.95,network,0,0
Assurbanipal,0x12119,10,0.8529,0.9643,network,0,0
Assurbanipal,0x12119,11,0.8886,0.914,network,0,0
Assurbanipal,0x1211b,1,0.9144,0.9563,network,0,0
Assurbanipal,0x1211b,2,0.8668,0.9825,network,0,0
Assurbanipal,0x1211b,3,0.8854,0.9647,network,0,0
Assurbanipal,0x1211b,4,0.8032,0.9502,network,0,0
Assurbanipal,0x1211b,5,0.9132,0.9289,network,0,0
Assurbanipal,0x1211b,6,0.9063,0.9063,network,0,0
Assurbanipal,0x1211b,7,0.849,0.9358,network,0,0
Assurbanipal,0x1211b,8,0.7797,0.9565,network,0,0
Assurbanipal,0x1211b,9,0.8931,0.9631,network,0,0
Assurbanipal,0x1211b,10,0.819,0.952,network,0,0
Assurbanipal,0x1211b,11,0.8704,0.9312,network,0,0
Assurbanipal,0x1211b,12,0.8208,0.917,network,0,0
Assurbanipal,0x1211d,1,0.8442,0.9401,skeleton,0,0
Assurbanipal,0x1211d,2,0.862,0.9429,network,0,0
Assurbanipal,0x1211d,3,0.862,0.9356,network,0,0
Assurbanipal,0x1211d,4,0.9204,0.9641,network,0,0
Assurbanipal,0x1211d,5,0.8143,0.955,network,0,0
Assurbanipal,0x1211d,6,0.8995,0.8995,network,0,0
Assurbanipal,0x1211d,7,0.8534,0.9276,network,0,0
Assurbanipal,0x1211d,8,0.8173,0.8661,network,0,0
Assurbanipal,0x1211d,9,0.8964,0.9495,network,0,0
Assurbanipal,0x1211d,10,0.7372,0.9558,network,0,0
Assurbanipal,0x1211d,11,0.9004,0.9654,network,0,0
Assurbanipal,0x1211e,1,0.8912,0.9578,network,0,0
Assurbanipal,0x1211e,2,0.9117,0.9287,network,0,0
Assurbanipal,0x1211e,3,0.4668,0.9325,network,0,0
Assurbanipal,0x1211e,4,0.8751,0.9798,network,0,0
Assurbanipal,0x1211e,5,0.9385,0.9724,network,0,0
Assurbanipal,0x1211f,1,0.8842,0.9758,network,0,0
Assurbanipal,0x1211f,2,0.8704,0.9555,network,0,0
Assurbanipal,0x1211f,3,0.7417,0.9468,network,0,0
Assurbanipal,0x1211f,4,0.7439,0.7998,network,0,0
Assurbanipal,0x1211f,5,0.7624,0.9349,network,0,0
Assurbanipal,0x1211f,6,0.8173,0.9305,network,0,0
Assurbanipal,0x1211f,7,0.928,0.9593,network,0,0
Assurbanipal,0x1211f,8,0.0005,0.9823,network,0,0
Assurbanipal,0x1211f,9,0.0087,0.9558,network,0,0
Assurbanipal,0x12121,1,0.8379,0.947,network,0,0
Assurbanipal,0x12121,2,0.9318,0.9546,network,0,0
Assurbanipal,0x12121,3,0.9004,0.951,network,0,0
Assurbanipal,0x12121,4,0.9107,0.9681,network,0,0
Assurbanipal,0x12121,5,0.8379,0.9643,network,0,0
Assurbanipal,0x12121,6,0.8522,0.9233,network,0,0
Assurbanipal,0x12121,7,0.9449,0.9598,network,0,0
Assurbanipal,0x12121,8,0.8505,0.9482,network,0,0
Assurbanipal,0x12121,9,0.8505,0.9663,network,0,0
Assurbanipal,0x12121,10,0.0006,0.9721,network,0,0
Assurbanipal,0x12121,11,0.5722,0.9762,network,0,0
Assurbanipal,0x12121,12,0.8358,0.963,network,0,0
Assurbanipal,0x12121,13,0.9028,0.9531,network,0,0
Assurbanipal,0x12121,14,0.8993,0.9611,network,0,0
Assurbanipal,0x12121,15,0.0004,0.944,network,0,0
Assurbanipal,0x12121,16,0.8826,0.984,network,0,0
Assurbanipal,0x12121,17,0.8699,0.9454,network,0,0
Assurbanipal,0x12121,18,0.0255,0.954,network,0,0
Assurbanipal,0x12121,19,0.8798,0.9775,network,0,0
Assurbanipal,0x12121,20,0.945,0.945,network,0,0
Assurbanipal,0x12121,21,0.8532,0.9687,network,0,0
Assurbanipal,0x12121,22,0.7763,0.9723,network,0,0
Assurbanipal,0x12122,1,0.4003,0.9573,network,0,0
Assurbanipal,0x12122,2,0.707,0.9775,network,0,0
Assurbanipal,0x12122,3,0.8961,0.9219,network,0,0
Assurbanipal,0x12122,4,0.9004,0.9585,network,0,0
Assurbanipal,0x12122,5,0.7988,0.9431,network,0,0
Assurbanipal,0x12122,6,0.9038,0.975,network,0,0
Assurbanipal,0x12122,7,0.8931,0.9406,network,0,0
Assurbanipal,0x12124,1,0.628,0.9607,skeleton,0,0
Assurbanipal,0x12124,2,0.881,0.9653,skeleton,0,0
Assurbanipal,0x12124,3,0.118,0.8911,network,0,0
Assurbanipal,0x12124,4,0.8862,0.9781,network,0,0
Assurbanipal,0x12124,5,0.4552,0.9438,network,0,0
Assurbanipal,0x12124,6,0.9163,0.9795,network,0,0
Assurbanipal,0x12124,7,0.8764,0.9456,network,0,0
Assurbanipal,0x12124,8,0.726,0.967,network,0,0
Assurbanipal,0x12124,9,0.0001,0.9553,network,0,0
Assurbanipal,0x12127,1,0.9048,0.9614,network,0,0
Assurbanipal,0x12127,2,0.8939,0.955,network,0,0
Assurbanipal,0x12127,3,0.7969,0.9548,network,0,0
Assurbanipal,0x12127,4,0.9123,0.9691,network,0,0
Assurbanipal,0x12127,5,0.5927,0.9553,skeleton,0,0
Assurbanipal,0x12127,6,0.8627,0.9576,network,0,0
Assurbanipal,0x12127,7,0.8627,0.9655,network,0,0
Assurbanipal,0x12127,8,0.6142,0.9737,network,0,0
Assurbanipal,0x1212a,1,0.5827,0.9898,skeleton,0,0
Assurbanipal,0x1212a,2,0.8062,0.9608,network,0,0
Assurbanipal,0x1212a,3,0.454,0.9646,skeleton,0,0
Assurbanipal,0x1212a,4,0.0041,0.9386,network,0,0
Assurbanipal,0x1212a,5,0.8007,0.9822,network,0,0
Assurbanipal,0x1212b,1,0.8606,0.9686,network,0,0
Assurbanipal,0x1212b,2,0.8606,0.963,network,0,0
Assurbanipal,0x1212b,3,0.7013,0.9543,network,0,0
Assurbanipal,0x1212b,4,0.8537,0.9614,network,0,0
Assurbanipal,0x1212b,5,0.912,0.9746,network,0,0
Assurbanipal,0x1212b,6,0.7574,0.9781,network,0,0
Assurbanipal,0x1212b,7,0.5229,0.941,skeleton,0,0
Assurbanipal,0x1212b,8,0.0,0.7698,network,0,1
Assurbanipal,0x1212e,1,0.8957,0.9158,network,0,0
Assurbanipal,0x1212e,2,0.8475,0.8475,network,0,0
Assurbanipal,0x1212e,3,0.728,0.9012,network,0,0
Assurbanipal,0x1212e,4,0.6575,0.6575,network,0,0
Assurbanipal,0x1212e,5,0.7578,0.9425,network,0,0
Assurbanipal,0x12131,1,0.8336,0.9351,network,0,0
Assurbanipal,0x12131,2,0.8756,0.9641,network,0,0
Assurbanipal,0x12131,3,0.4844,0.9427,network,0,0
Assurbanipal,0x12131,4,0.4844,0.884,network,0,0
Assurbanipal,0x12131,5,0.8213,0.9476,network,0,0
Assurbanipal,0x12132,1,0.8989,0.932,network,0,0
Assurbanipal,0x12132,2,0.8989,0.9279,network,0,0
Assurbanipal,0x12132,3,0.9113,0.9745,network,0,0
Assurbanipal,0x12132,4,0.4528,0.9456,skeleton,0,0
Assurbanipal,0x12132,5,0.0009,0.8719,network,0,0
