font,codepoint,name,source,n_wedges,confidence,doubtful_wedges,mean_wedge_confidence,rare_orientation_wedges,off_ink_tails,clamped_wedges,scale,in_font_per_metadata
Esagil,0x120bc,GA2 TIMES AN,model,8,0.0006,1,0.7692,0,0,0,0.15549,True
Esagil,0x120f4,GALAM,model,6,0.0006,1,0.6676,0,0,0,0.15661,True
Esagil,0x120fe,GESHTIN,model,7,0.002,1,0.6784,1,0,0,0.15618,True
Esagil,0x12108,GIR2,model,4,0.0,1,0.6,0,0,1,0.15673,True
Esagil,0x1211e,GUD,model,5,0.0029,1,0.6738,0,0,1,0.15651,True
Esagil,0x12122,GUL,model,8,0.0001,1,0.719,0,0,0,0.15638,True
Esagil,0x12141,IB,model,5,0.0003,1,0.7114,0,0,0,0.15717,True
Esagil,0x12142,IDIM,model,2,0.0006,1,0.3604,1,0,0,0.1556,True
Esagil,0x12148,IGI RI,model,8,0.0002,1,0.7015,0,0,0,0.15583,True
Esagil,0x12157,KA,model,7,0.0004,1,0.677,0,0,0,0.15664,True
Esagil,0x12190,KAD2,model,4,0.0,1,0.6228,0,0,0,0.15517,True
Esagil,0x121a0,KI,model,7,0.0016,1,0.7233,0,0,0,0.15603,True
Esagil,0x121a1,KI TIMES BAD,model,10,0.0005,1,0.7265,1,0,0,0.15668,True
Esagil,0x121c7,LAGAB TIMES GUD PLUS GUD,model,14,0.0013,1,0.7516,0,0,0,0.15668,True
Esagil,0x12232,MUSH,model,7,0.0,1,0.5909,1,0,0,0.15641,True
Esagil,0x12239,MUSH3,model,5,0.0001,1,0.5994,0,0,1,0.15683,True
Esagil,0x1223d,MUSH3 GUNU,model,9,0.0024,1,0.6928,0,0,0,0.15599,True
Esagil,0x1224f,NIM,model,5,0.0011,1,0.6726,0,0,0,0.15681,True
Esagil,0x12261,NU,model,2,0.0038,1,0.3854,1,0,0,0.15691,True
Esagil,0x122e1,SILA3,model,3,0.0001,1,0.567,0,0,0,0.15636,True
Esagil,0x12300,TIL,model,2,0.0006,1,0.3604,1,0,0,0.1556,True
Esagil,0x12308,TUM,model,7,0.0003,1,0.7388,0,0,0,0.15575,True
Esagil,0x1231c,UDUG,model,12,0.0006,1,0.7518,0,0,0,0.15644,True
Esagil,0x12351,USH,model,6,0.0048,1,0.6567,1,0,0,0.15589,True
Esagil,0x12352,USH TIMES A,model,9,0.0003,1,0.8042,1,0,0,0.15642,True
Esagil,0x1235a,UZ3,model,9,0.0,1,0.7097,0,0,0,0.15625,True
Esagil,0x1235e,ZA TENU,model,4,0.0,1,0.5954,0,1,0,0.15522,True
Esagil,0x12360,ZAG,model,8,0.0,1,0.6299,1,0,0,0.15677,True
Esagil,0x12363,ZI,model,7,0.0001,1,0.6084,0,0,1,0.15695,True
Esagil,0x1236a,ZU,model,5,0.0003,1,0.6792,0,0,0,0.15631,True
Esagil,0x1238f,,model,10,0.0022,1,0.7513,0,0,1,0.15611,True
Esagil,0x1240f,,model,4,0.0003,1,0.649,0,0,0,0.15789,
Esagil,0x1244c,,model,4,0.0,1,0.5954,0,1,0,0.15522,
Assurbanipal,0x1205f,DAG KISIM5 TIMES GUD,model,16,0.0142,5,0.663,1,0,0,1.0,True
Assurbanipal,0x120c8,GA2 TIMES EL PLUS LA,model,18,0.0052,3,0.7219,0,0,0,1.0,True
Assurbanipal,0x121a3,KI TIMES UD,model,10,0.0119,3,0.6085,0,0,0,1.0,True
Assurbanipal,0x121c2,LAGAB TIMES DAR,model,12,0.0113,3,0.6175,0,1,0,1.0,True
Assurbanipal,0x12377,,model,14,0.0095,3,0.6637,0,2,0,1.0,True
Assurbanipal,0x12019,AB2 TIMES ME PLUS EN,model,10,0.0079,2,0.6259,0,0,0,1.0,True
Assurbanipal,0x12060,DAG KISIM5 TIMES HA,model,16,0.0099,2,0.7633,1,0,0,1.0,True
Assurbanipal,0x12064,DAG KISIM5 TIMES LA,model,16,0.0114,2,0.7655,0,0,0,1.0,True
Assurbanipal,0x120a4,EZEN TIMES A PLUS LAL TIMES LAL,model,16,0.0073,2,0.7277,0,0,0,1.0,True
Assurbanipal,0x120b4,EZEN TIMES UD,model,12,0.0077,2,0.7303,0,0,0,1.0,True
Assurbanipal,0x120cd,GA2 TIMES GI,model,12,0.0138,2,0.6471,0,0,0,1.0,True
Assurbanipal,0x120d3,GA2 TIMES HAL PLUS LA,model,12,0.0067,2,0.7193,0,0,0,1.0,True
Assurbanipal,0x120eb,GA2 TIMES UD,model,8,0.0063,2,0.6788,0,0,0,1.0,True
Assurbanipal,0x121d9,LAGAB TIMES ME PLUS EN,model,11,0.0059,2,0.6094,0,0,0,1.0,True
Assurbanipal,0x121da,LAGAB TIMES MUSH,model,13,0.0053,2,0.7555,0,0,0,1.0,True
Assurbanipal,0x12297,SAG TIMES DU,model,12,0.0093,2,0.6895,1,1,0,1.0,True
Assurbanipal,0x122c8,SHIM TIMES BAL,model,15,0.0065,2,0.6316,1,0,0,1.0,True
Esagil,0x12072,DI,model,6,0.0134,2,0.6093,0,0,0,0.1569,True
Esagil,0x12240,NAGA,model,9,0.007,2,0.6957,0,0,1,0.15646,True
Assurbanipal,0x12070,DARA3,model,12,0.0065,1,0.7613,0,0,0,1.0,True
Assurbanipal,0x120e1,GA2 TIMES NUN OVER NUN,model,15,0.0056,1,0.7547,0,0,0,1.0,True
Assurbanipal,0x12113,GISH TIMES BAD,model,5,0.0066,1,0.5229,1,0,0,1.0,True
Assurbanipal,0x121c7,LAGAB TIMES GUD PLUS GUD,model,15,0.0056,1,0.6985,0,0,0,1.0,True
Assurbanipal,0x121e9,LAGAB TIMES UD,model,7,0.0101,1,0.7409,0,0,0,1.0,True
Assurbanipal,0x12232,MUSH,model,9,0.0077,1,0.745,0,0,0,1.0,True
Assurbanipal,0x1229f,SAG TIMES SAL,model,11,0.01,1,0.7382,0,0,0,1.0,True
Assurbanipal,0x122cc,SHIM TIMES IGI,model,12,0.0122,1,0.6672,1,0,0,1.0,True
Assurbanipal,0x122d2,SHINIG,model,15,0.0076,1,0.7725,0,0,0,1.0,True
Assurbanipal,0x122e4,SUD,model,8,0.0061,1,0.7492,0,0,0,1.0,True
Assurbanipal,0x12380,KA TIMES GISH,model,10,0.0126,1,0.7601,0,0,0,1.0,True
Assurbanipal,0x12389,,model,14,0.0064,1,0.7299,1,0,0,1.0,True
Esagil,0x12077,DIN,model,3,0.0114,1,0.5359,0,0,0,0.15528,True
Esagil,0x1212e,HI TIMES ASH,model,5,0.0146,1,0.6731,0,0,0,0.15677,True
Esagil,0x121b2,KUN,model,11,0.0061,1,0.7396,0,0,0,0.15617,True
Esagil,0x121f5,LAM TIMES KUR,model,9,0.0069,1,0.6416,0,0,0,0.1564,True
Esagil,0x1223e,NAA,model,4,0.0091,1,0.537,0,0,0,0.15568,True
Esagil,0x12317,UD TIMES U PLUS U PLUS U,model,7,0.0088,1,0.7088,0,0,1,0.15665,True
Esagil,0x1231a,UD SHESHIG,model,7,0.0088,1,0.7088,0,0,1,0.15665,True
Esagil,0x12337,URU,model,5,0.0116,1,0.6497,0,0,1,0.15691,True
Esagil,0x12362,ZE2,model,8,0.0062,1,0.6524,0,0,0,0.15614,True
Esagil,0x12449,,model,3,0.0114,1,0.4168,0,0,0,0.15924,
Esagil,0x12452,,model,5,0.0128,1,0.6503,0,0,0,0.15631,
Assurbanipal,0x12379,,model,14,0.0217,4,0.6696,0,0,0,1.0,True
Assurbanipal,0x120e4,GA2 TIMES SAR,model,14,0.017,3,0.7071,0,1,0,1.0,True
Assurbanipal,0x12166,KA TIMES GAR PLUS SHA3 PLUS A,model,19,0.0176,3,0.6331,0,2,0,1.0,True
Assurbanipal,0x122cf,SHIM TIMES LUL,model,16,0.0224,3,0.6444,1,0,0,1.0,True
Assurbanipal,0x1209e,EREN,model,17,0.0214,2,0.7333,0,0,0,1.0,True
Assurbanipal,0x120e0,GA2 TIMES NUN,model,10,0.0193,2,0.7172,0,1,0,1.0,True
Assurbanipal,0x12168,KA TIMES GIR2,model,13,0.021,2,0.697,0,1,0,1.0,True
Assurbanipal,0x121cc,LAGAB TIMES IM,model,11,0.0228,2,0.7509,0,0,0,1.0,True
Esagil,0x12322,UMBIN,model,17,0.0231,2,0.6889,0,0,1,0.12896,True
Assurbanipal,0x1207d,DU SHESHIG,model,9,0.0152,1,0.759,0,0,0,1.0,True
Assurbanipal,0x12081,DUG,model,7,0.0222,1,0.654,0,0,0,1.0,True
Assurbanipal,0x120c6,GA2 TIMES DUB,model,13,0.0192,1,0.7643,0,0,0,1.0,True
Assurbanipal,0x1218b,KA TIMES USH,model,12,0.0222,1,0.7173,0,0,0,1.0,True
Assurbanipal,0x12190,KAD2,model,4,0.0248,1,0.6337,0,0,0,1.0,True
Assurbanipal,0x121f3,LAL TIMES LAL,model,4,0.0206,1,0.6428,0,0,0,1.0,True
Esagil,0x12019,AB2 TIMES ME PLUS EN,model,10,0.0173,1,0.6991,0,0,0,0.1567,True
Esagil,0x1202f,AN THREE TIMES,model,9,0.0245,1,0.7519,0,0,0,0.15613,True
Esagil,0x120e1,GA2 TIMES NUN OVER NUN,model,15,0.0219,1,0.7791,0,0,0,0.15656,True
Esagil,0x12119,GU2 TIMES KAK,model,10,0.0169,1,0.7221,0,0,0,0.15618,True
Esagil,0x12347,URU TIMES MIN,model,7,0.0217,1,0.7078,0,0,1,0.15641,True
Esagil,0x1234d,URU TIMES UD,model,8,0.0168,1,0.6789,0,0,1,0.15638,True
Assurbanipal,0x1208e,,model,19,0.0255,3,0.7405,0,1,0,1.0,True
Assurbanipal,0x120b8,GA2 TIMES A PLUS DA PLUS HA,model,19,0.0255,3,0.7405,0,1,0,1.0,True
Assurbanipal,0x120ce,GA2 TIMES GI4,model,15,0.0342,3,0.5704,0,2,0,1.0,True
Assurbanipal,0x12243,NAGA OPPOSING NAGA,model,15,0.0283,2,0.7534,0,1,0,1.0,True
Esagil,0x12014,AB TIMES U PLUS U PLUS U,model,9,0.0252,2,0.5789,0,0,0,0.15669,True
Assurbanipal,0x1201a,AB2 TIMES SHA3,model,8,0.0335,1,0.6948,0,0,0,1.0,True
Assurbanipal,0x12024,AL TIMES HA,model,11,0.0326,1,0.7691,0,0,0,1.0,True
Assurbanipal,0x1224a,NE TIMES UD,model,12,0.0341,1,0.7579,0,0,0,1.0,True
Assurbanipal,0x122bb,SHE HU,model,8,0.0346,1,0.7341,0,0,0,1.0,True
Assurbanipal,0x12307,TUK,model,4,0.0347,1,0.5966,0,0,0,1.0,True
Esagil,0x122e9,SUR,model,4,0.0328,1,0.6322,0,0,0,0.15578,True
Assurbanipal,0x12180,KA TIMES SHA,model,14,0.0353,3,0.6685,0,1,0,1.0,True
Assurbanipal,0x12012,AB TIMES LAGAB,model,10,0.0434,2,0.6169,0,1,0,1.0,True
Esagil,0x12335,URI,model,10,0.0415,2,0.7175,1,1,0,0.15525,True
Assurbanipal,0x12202,LU2 TIMES GAN2 TENU,model,16,0.0389,1,0.7979,0,0,0,1.0,True
Assurbanipal,0x1233c,URU TIMES GA,model,11,0.0375,1,0.7627,0,0,0,1.0,True
Esagil,0x12158,KA TIMES A,model,10,0.0406,1,0.6605,0,0,0,0.156,True
Esagil,0x12394,,model,14,0.0412,1,0.8277,0,1,0,0.15645,True
Esagil,0x12161,KA TIMES ESH2,model,13,0.05,3,0.6106,0,1,0,0.156,True
Assurbanipal,0x12014,AB TIMES U PLUS U PLUS U,model,9,0.05,2,0.6314,0,1,0,1.0,True
Assurbanipal,0x120b2,EZEN TIMES LU,model,16,0.05,2,0.7515,0,1,0,1.0,True
Assurbanipal,0x1215a,KA TIMES AD PLUS KU3,model,18,0.05,2,0.6818,0,1,0,1.0,True
Assurbanipal,0x1216e,KA TIMES IM,model,14,0.05,2,0.727,0,1,0,1.0,True
Assurbanipal,0x121bb,LAGAB TIMES A PLUS GAR,model,11,0.05,2,0.7185,0,1,0,1.0,True
Assurbanipal,0x121ee,LAGAR TIMES SHE PLUS SUM,model,15,0.05,2,0.7389,0,2,0,1.0,True
Assurbanipal,0x12256,NINDA2 TIMES GUD,model,10,0.05,2,0.6166,0,2,0,1.0,True
Assurbanipal,0x1227b,PAD,model,5,0.05,2,0.5532,0,1,0,1.0,True
Assurbanipal,0x122bd,SHE OVER SHE TAB OVER TAB GAR OVER GAR,model,20,0.05,2,0.7103,1,1,0,1.0,True
Assurbanipal,0x12352,USH TIMES A,model,9,0.05,2,0.7237,1,1,0,1.0,True
Esagil,0x1207a,DU,model,6,0.05,2,0.5242,2,1,0,0.15669,True
Esagil,0x12165,KA TIMES GAR,model,10,0.05,2,0.6352,0,1,0,0.156,True
Esagil,0x12183,KA TIMES SHU,model,12,0.05,2,0.606,0,1,0,0.156,True
Esagil,0x121e5,LAGAB TIMES U,model,5,0.05,2,0.5499,0,1,0,0.15579,True
Esagil,0x121fb,LU,model,6,0.046,2,0.5716,0,1,0,0.15723,True
Assurbanipal,0x12023,AL TIMES GISH,model,9,0.05,1,0.7829,0,1,0,1.0,True
Assurbanipal,0x12054,BUR2,model,8,0.0542,1,0.7433,0,0,0,1.0,True
Assurbanipal,0x12087,DUN3 GUNU GUNU,model,11,0.05,1,0.7975,0,1,0,1.0,True
Assurbanipal,0x12098,EN TIMES GAN2,model,11,0.05,1,0.7217,0,1,0,1.0,True
Assurbanipal,0x120c9,GA2 TIMES EN,model,10,0.05,1,0.7074,0,1,0,1.0,True
Assurbanipal,0x120dc,GA2 TIMES KU3 PLUS AN,model,13,0.05,1,0.8015,0,1,0,1.0,True
Assurbanipal,0x12104,GI4,model,10,0.05,1,0.8306,0,1,0,1.0,True
Assurbanipal,0x12105,GI4 OVER GI4,model,20,0.05,1,0.8202,0,1,0,1.0,True
Assurbanipal,0x1210e,GIR3 TIMES LU PLUS IGI,model,14,0.05,1,0.7565,0,1,0,1.0,True
Assurbanipal,0x12143,IDIM OVER IDIM BUR,model,11,0.05,1,0.7071,1,1,0,1.0,True
Assurbanipal,0x1215e,KA TIMES BAR,model,9,0.05,1,0.7527,0,1,0,1.0,True
Assurbanipal,0x12161,KA TIMES ESH2,model,13,0.05,1,0.7607,0,1,0,1.0,True
Assurbanipal,0x12170,KA TIMES KI,model,14,0.05,1,0.7657,0,1,0,1.0,True
Assurbanipal,0x1217d,KA TIMES RU,model,13,0.05,1,0.7904,0,1,0,1.0,True
Assurbanipal,0x1217e,KA TIMES SA,model,12,0.05,1,0.7581,0,1,0,1.0,True
Assurbanipal,0x12181,KA TIMES SHE,model,11,0.05,1,0.783,0,1,0,1.0,True
Assurbanipal,0x12183,KA TIMES SHU,model,12,0.05,1,0.7851,0,1,0,1.0,True
Assurbanipal,0x12188,KA TIMES U2,model,14,0.05,1,0.8097,0,1,0,1.0,True
Assurbanipal,0x12189,KA TIMES UD,model,10,0.05,1,0.7295,0,1,0,1.0,True
Assurbanipal,0x121a7,KISH,model,6,0.05,1,0.7391,0,1,0,1.0,True
Assurbanipal,0x121bf,LAGAB TIMES ASH ZIDA TENU,model,5,0.05,1,0.6863,0,1,0,1.0,True
Assurbanipal,0x121c4,LAGAB TIMES GA,model,11,0.05,1,0.6912,0,1,0,1.0,True
Assurbanipal,0x121d5,LAGAB TIMES LISH,model,6,0.05,1,0.7371,1,1,0,1.0,True
Assurbanipal,0x121df,LAGAB TIMES SHU2,model,6,0.05,1,0.698,0,1,0,1.0,True
Assurbanipal,0x1220a,LU2 TIMES LAGAB,model,14,0.05,1,0.7768,0,1,0,1.0,True
Assurbanipal,0x12268,,model,14,0.05,1,0.7769,0,1,0,1.0,True
Assurbanipal,0x122a0,SAG TIMES SHID,model,13,0.05,1,0.8037,0,1,0,1.0,True
Assurbanipal,0x122c5,SHID TIMES IM,model,13,0.05,1,0.7609,0,1,0,1.0,True
Esagil,0x12087,DUN3 GUNU GUNU,model,11,0.05,1,0.7876,0,1,0,0.15672,True
Esagil,0x120b7,GA2,model,5,0.05,1,0.7122,0,1,0,0.1562,True
Esagil,0x1214b,IL,model,8,0.05,1,0.6727,0,1,0,0.15578,True
Esagil,0x121a5,KIN,model,8,0.05,1,0.7339,0,1,0,0.15663,True
Esagil,0x121d1,LAGAB TIMES KU3,model,9,0.05,1,0.6976,0,1,0,0.15677,True
Esagil,0x121e1,LAGAB TIMES SUM,model,11,0.05,1,0.7597,0,1,0,0.15615,True
Esagil,0x121f7,LI,model,10,0.0503,1,0.7211,0,0,0,0.15601,True
Esagil,0x12216,LU3,model,10,0.05,1,0.799,0,1,0,0.15668,True
Esagil,0x1223f,NA2,model,10,0.05,1,0.6436,0,1,0,0.15605,True
Esagil,0x12328,UR,model,5,0.05,1,0.6716,0,1,0,0.1568,True
Assurbanipal,0x1200d,AB TIMES GAL,model,11,0.0614,1,0.8035,0,0,0,1.0,True
Assurbanipal,0x120d5,GA2 TIMES HUB2,model,11,0.0639,1,0.7636,0,0,0,1.0,True
Assurbanipal,0x12103,GI CROSSING GI,model,14,0.0554,1,0.8211,0,0,0,1.0,True
Assurbanipal,0x121ed,LAGAR TIMES SHE,model,8,0.0605,1,0.6854,0,0,0,1.0,True
Assurbanipal,0x1223a,MUSH3 TIMES A,model,9,0.0575,1,0.7644,0,0,0,1.0,True
Assurbanipal,0x1228b,PIRIG TIMES KAL,model,11,0.0633,1,0.7472,0,0,0,1.0,True
Esagil,0x1240c,,model,7,0.061,1,0.792,0,0,0,0.15464,
Esagil,0x1241b,,model,7,0.061,1,0.792,0,0,0,0.15464,
Assurbanipal,0x1201e,AK TIMES ERIN2,model,11,0.068,1,0.7829,0,0,0,1.0,True
Assurbanipal,0x12335,URI,model,14,0.0712,1,0.808,0,0,0,1.0,True
Esagil,0x12471,,model,2,0.0722,1,0.4688,0,0,0,0.15734,
Assurbanipal,0x1214f,IM TIMES TAK4,model,17,0.083,1,0.7998,0,0,0,1.0,True
Esagil,0x12364,ZI OVER ZI & A,model,12,0.0815,1,0.7731,0,0,1,0.15602,True
Esagil,0x12147,IGI & DIB,model,9,0.0942,1,0.8066,0,0,0,0.15656,True
Esagil,0x12410,,model,5,0.1019,2,0.587,0,0,0,0.15512,
Assurbanipal,0x12204,LU2 TIMES IM,model,17,0.1136,1,0.766,0,0,0,1.0,True
Assurbanipal,0x12061,DAG KISIM5 TIMES IR,model,16,0.1234,3,0.7351,1,0,0,1.0,True
Assurbanipal,0x120f4,GALAM,model,6,0.1182,1,0.6311,0,0,0,1.0,True
Esagil,0x12095,EGIR,model,12,0.1341,2,0.7193,0,0,1,0.15619,True
Esagil,0x12132,HI TIMES GAD,model,7,0.1339,2,0.6706,0,0,0,0.15657,True
Assurbanipal,0x120b3,EZEN TIMES U2,model,16,0.1253,1,0.8331,0,0,0,1.0,True
Assurbanipal,0x1201f,AK TIMES SHITA PLUS GISH,model,15,0.1403,1,0.7608,0,0,0,1.0,True
Assurbanipal,0x1225c,NINDA2 TIMES SHE PLUS ASH,model,10,0.1376,1,0.7696,0,0,0,1.0,True
Esagil,0x12083,DUH,model,6,0.1403,1,0.5054,0,0,0,0.15669,True
Esagil,0x122fc,TE,model,5,0.1438,1,0.7496,0,0,0,0.15537,True
Esagil,0x1232b,UR2,model,7,0.1463,2,0.6132,0,0,0,0.15654,True
Assurbanipal,0x120e9,GA2 TIMES TAK4,model,15,0.1683,1,0.7825,0,0,0,1.0,True
Assurbanipal,0x122fd,TE GUNU,model,8,0.1719,1,0.7044,0,0,0,1.0,True
Assurbanipal,0x1235c,UZU,model,8,0.175,1,0.7763,1,0,0,1.0,True
Assurbanipal,0x12164,KA TIMES GAN2 TENU,model,13,0.1821,1,0.8057,0,0,0,1.0,True
Esagil,0x1237d,SIGN HUSH,model,9,0.18,1,0.7926,0,0,0,0.15586,True
Assurbanipal,0x121ad,KU4,model,8,0.1992,1,0.7116,0,0,0,1.0,True
Esagil,0x12033,APIN,model,6,0.2021,1,0.6896,0,0,1,0.1558,True
Esagil,0x12082,DUGUD,model,6,0.1998,1,0.7124,0,0,0,0.15608,True
Assurbanipal,0x121b9,LAGAB TIMES A,model,7,0.21,1,0.7601,0,0,0,1.0,True
Assurbanipal,0x122b0,SHA3 TIMES BAD,model,7,0.2061,1,0.6953,1,0,0,1.0,True
Esagil,0x12260,NISAG (read NISAG2),model,11,0.2101,1,0.8188,0,0,0,0.15684,True
Esagil,0x12318,UD TIMES U PLUS U PLUS U GUNU,model,11,0.2101,1,0.8188,0,0,0,0.15684,True
Esagil,0x1235c,UZU,model,8,0.2129,1,0.7443,1,0,0,0.15629,True
Esagil,0x1233a,URU TIMES BAR,model,7,0.2152,1,0.6882,0,0,1,0.15674,True
Assurbanipal,0x1200b,AB TIMES ASH2,model,6,0.2327,1,0.7784,0,0,0,1.0,True
Assurbanipal,0x1225d,NINDA2 TIMES SHE PLUS ASH PLUS ASH,model,11,0.2334,1,0.7694,0,0,0,1.0,True
Assurbanipal,0x122c4,SHID TIMES A,model,9,0.2316,1,0.6588,0,0,0,1.0,True
Esagil,0x122c4,SHID TIMES A,model,9,0.2301,1,0.7127,0,0,0,0.15675,True
Esagil,0x122c6,SHIM,model,10,0.2346,1,0.8025,0,0,1,0.15586,True
Assurbanipal,0x122ec,TA ASTERISK,model,6,0.2367,1,0.7114,1,0,0,1.0,True
Esagil,0x1202b,AMAR,model,5,0.2379,1,0.6271,0,0,0,0.15564,True
Assurbanipal,0x1201b,AB2 TIMES TAK4,model,13,0.252,1,0.7847,0,0,0,1.0,True
Assurbanipal,0x1232f,UR2 TIMES HA,model,12,0.248,1,0.852,0,0,0,1.0,True
Assurbanipal,0x120f9,GAN2 OVER GAN2,model,12,0.2602,1,0.8418,0,0,0,1.0,True
Assurbanipal,0x12041,BAD,model,2,0.2816,1,0.5188,1,0,0,1.0,True
Assurbanipal,0x12142,IDIM,model,2,0.2816,1,0.5188,1,0,0,1.0,True
Assurbanipal,0x121af,KU7,model,4,0.2783,1,0.569,1,0,0,1.0,True
Assurbanipal,0x12300,TIL,model,2,0.2816,1,0.5188,1,0,0,1.0,True
Esagil,0x1224b,NE SHESHIG,model,11,0.2934,1,0.7448,0,0,0,0.15656,True
Assurbanipal,0x1204b,BI TIMES GAR,model,7,0.303,0,0.7216,1,0,0,1.0,True
Esagil,0x12305,TU,model,9,0.3007,0,0.7354,0,0,0,0.15633,True
Assurbanipal,0x1210b,GIR3 TIMES A PLUS IGI,model,10,0.3088,0,0.6936,0,0,0,1.0,True
Assurbanipal,0x12191,KAD3,model,8,0.3094,0,0.7651,0,0,0,1.0,True
Assurbanipal,0x12299,SAG TIMES HA,model,12,0.3099,0,0.7907,0,0,0,1.0,True
Assurbanipal,0x1229e,SAG TIMES NUN,model,12,0.3074,0,0.8237,0,0,0,1.0,True
Esagil,0x120fc,GAR3,model,10,0.3122,0,0.8138,0,0,0,0.15644,True
Assurbanipal,0x12162,KA TIMES GA,model,14,0.3159,0,0.7836,0,0,0,1.0,True
Assurbanipal,0x1225b,NINDA2 TIMES SHE PLUS A AN,model,15,0.3176,0,0.8088,0,0,0,1.0,True
Esagil,0x122a8,SAG GUNU,model,8,0.3191,0,0.7717,0,0,0,0.156,True
Esagil,0x122ba,SHE,model,4,0.3217,0,0.6402,0,0,0,0.15789,True
Assurbanipal,0x12182,KA TIMES SHID,model,13,0.3416,0,0.7576,0,0,0,1.0,True
Assurbanipal,0x121fc,LU TIMES BAD,model,9,0.3385,0,0.758,1,0,0,1.0,True
Assurbanipal,0x122b3,SHA3 TIMES SHU2,model,7,0.3449,0,0.6968,0,0,0,1.0,True
Assurbanipal,0x1232c,UR2 TIMES A PLUS HA,model,15,0.3436,0,0.8186,0,0,0,1.0,True
Esagil,0x1206e,DAM,model,10,0.3427,0,0.7687,0,0,1,0.15591,True
Assurbanipal,0x12018,AB2 TIMES GAN2 TENU,model,9,0.3509,0,0.7463,0,0,0,1.0,True
Assurbanipal,0x1210c,GIR3 TIMES GAN2 TENU,model,9,0.3509,0,0.7463,0,0,0,1.0,True
Assurbanipal,0x121ef,LAGAR GUNU,model,7,0.3489,0,0.7731,0,0,0,1.0,True
Assurbanipal,0x120a2,EZEN TIMES A,model,12,0.3648,0,0.797,0,0,0,1.0,True
Assurbanipal,0x121c6,LAGAB TIMES GUD,model,9,0.3576,0,0.7006,0,0,0,1.0,True
Assurbanipal,0x121fe,LU2 TIMES AL,model,16,0.3596,0,0.8479,0,0,0,1.0,True
Assurbanipal,0x12262,NU11,model,6,0.3625,0,0.7197,0,0,0,1.0,True
Assurbanipal,0x1227c,PAN,model,6,0.3614,0,0.7454,0,0,0,1.0,True
Assurbanipal,0x122d3,SHIR,model,6,0.3625,0,0.7197,0,0,0,1.0,True
Assurbanipal,0x122e6,SUHUR,model,13,0.3582,0,0.8211,0,0,0,1.0,True
Esagil,0x1221c,LUL,model,9,0.3609,0,0.8107,0,0,0,0.1553,True
Esagil,0x12224,MAH,model,8,0.3641,0,0.7586,0,0,1,0.15658,True
Assurbanipal,0x1202f,AN THREE TIMES,model,9,0.3743,0,0.8039,0,0,0,1.0,True
Esagil,0x1217b,KA TIMES NUN,model,12,0.3746,0,0.7764,0,0,0,0.156,True
Assurbanipal,0x12048,BARA2,model,9,0.3794,0,0.7798,0,0,0,1.0,True
Assurbanipal,0x12096,EL,model,8,0.3769,0,0.6908,0,0,0,1.0,True
Assurbanipal,0x122c2,SHESHLAM,model,6,0.3817,0,0.7299,0,0,0,1.0,True
Assurbanipal,0x122ee,TA TIMES MI,model,12,0.3782,0,0.8231,0,0,0,1.0,True
Assurbanipal,0x12342,URU TIMES IGI,model,8,0.384,0,0.7784,0,0,0,1.0,True
Esagil,0x122bf,SHEN,model,9,0.3835,0,0.7876,0,0,0,0.15637,True
Assurbanipal,0x1232b,UR2,model,7,0.3854,0,0.7444,0,0,0,1.0,True
Assurbanipal,0x12370,,model,11,0.3891,0,0.7963,0,0,0,1.0,True
Assurbanipal,0x12122,GUL,model,7,0.4003,0,0.7856,0,0,0,1.0,True
Assurbanipal,0x121a8,KISIM5,model,4,0.3969,0,0.6667,1,0,0,1.0,True
Assurbanipal,0x122c1,SHESH2 & SUHUR,model,18,0.4013,0,0.7569,1,0,0,1.0,True
Esagil,0x1201c,AD,model,7,0.3996,0,0.7877,0,0,0,0.15616,True
Esagil,0x12445,,model,8,0.4031,0,0.8133,0,0,0,0.15679,
Assurbanipal,0x120ac,EZEN TIMES KASKAL,model,13,0.413,0,0.7495,0,0,0,1.0,True
Assurbanipal,0x12242,NAGA TIMES SHU TENU,model,17,0.4085,0,0.7784,0,0,0,1.0,True
Assurbanipal,0x12184,KA TIMES SIG,model,11,0.4153,0,0.7994,1,0,0,1.0,True
Assurbanipal,0x1225e,NINDA2 TIMES U2 PLUS ASH,model,13,0.4175,0,0.8326,0,0,0,1.0,True
Esagil,0x1203f,ASHGAB,model,6,0.4161,0,0.7669,0,0,0,0.15667,True
Esagil,0x1226d,NUNUZ,model,8,0.4247,0,0.812,0,0,0,0.15625,True
Esagil,0x1237c,,model,11,0.4223,0,0.8208,0,0,0,0.156,True
Assurbanipal,0x1217b,KA TIMES NUN,model,12,0.4268,0,0.8196,0,0,0,1.0,True
Assurbanipal,0x12240,NAGA,model,12,0.4261,0,0.7519,0,0,0,1.0,True
Assurbanipal,0x12249,NE TIMES A,model,12,0.4256,0,0.8373,0,0,0,1.0,True
Assurbanipal,0x1226d,NUNUZ,model,8,0.4323,0,0.7965,0,0,0,1.0,True
Assurbanipal,0x12294,SAG NUTILLU,model,6,0.4349,0,0.7739,0,0,0,1.0,True
Assurbanipal,0x12376,,model,12,0.4301,0,0.7664,0,0,0,1.0,True
Esagil,0x121f4,LAM,model,6,0.4292,0,0.7581,0,0,0,0.15629,True
Assurbanipal,0x12308,TUM,model,8,0.4375,0,0.7657,1,0,0,1.0,True
